"agency_name","address","city","email","phone_number","website"
"Orizon - Permanent Placement Rastatt","Kaiserstraße 54","Rastatt","pp-gaggenau@orizon.de","0821 50 99 13 47","https://www.orizon.de/de/standortsuche/gaggenau/personalvermittlung-gaggenau?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST129"
"Orizon - Personalvermittlung & Zeitarbeit Amberg","Liebengrabenweg 74a","Amberg","amberg@orizon.de","09621 9 64 04 32","https://www.orizon.de/de/standortsuche/amberg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST052"
"Orizon - Personalvermittlung & Zeitarbeit Bautzen","Reichenstraße 3","Bautzen","bautzen@orizon.de","03591 5 49 98 10","https://www.orizon.de/de/standortsuche/bautzen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST096"
"Orizon - Personalvermittlung & Zeitarbeit Bremerhaven","Barkhausenstraße 2","Bremerhaven","bremerhaven@orizon.de","0471 92 63 60","https://www.orizon.de/de/standortsuche/bremerhaven?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST075"
"Orizon - Personalvermittlung & Zeitarbeit Erfurt","Anger 47-49","Erfurt","westthueringen@orizon.de","0361 65 48 00","https://www.orizon.de/de/standortsuche/erfurt?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST077"
"Orizon - Personalvermittlung & Zeitarbeit Frankfurt","Berliner Straße 42a","Frankfurt am Main","rhein-main-kaufmaennisch@orizon.de","069 9 20 37 90","https://www.orizon.de/de/standortsuche/frankfurt/kaufmaennische-berufe-frankfurt?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST064"
"Orizon - Personalvermittlung & Zeitarbeit Friedberg","Bismarckstraße 24","Friedberg (Hessen)","friedberg-hessen@orizon.de","06031 67 06 00 10","https://www.orizon.de/de/standortsuche/friedberg-hessen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST123"
"Orizon - Personalvermittlung & Zeitarbeit Gießen","Bleichstraße 16","Gießen","mittelhessen@orizon.de","0641 46 09 50 60","https://www.orizon.de/de/standortsuche/giessen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST038"
"Orizon - Personalvermittlung & Zeitarbeit Hannover","Hildesheimer Straße 37","Hannover","hannover@orizon.de","0511 48 97 06 70","https://www.orizon.de/de/standortsuche/hannover?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST041"
"Orizon - Personalvermittlung & Zeitarbeit Nürnberg","Südwestpark 70","Nürnberg","metropolregion-nuernberg@orizon.de","0911 96 04 94 30","https://www.orizon.de/de/standortsuche/nuernberg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST037"
"Orizon - Personalvermittlung & Zeitarbeit Rostock","Gerhart-Hauptmann-Straße 24","Rostock","rostock@orizon.de","0381 85 79 60 60","https://www.orizon.de/de/standortsuche/rostock?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST069"
"Orizon - Personalvermittlung & Zeitarbeit Schwäbisch Hall","Kirchstraße 8","Schwäbisch Hall","schwaebisch-hall@orizon.de","0791 97 10 40","https://www.orizon.de/de/standortsuche/schwaebisch-hall?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST071"
"Orizon - Personalvermittlung & Zeitarbeit Schwerin","Ellerried 3","Schwerin","muehlhausen@orizon.de","0385 20 73 79 77","https://www.orizon.de/de/standortsuche/schwerin?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST126"
"Orizon - Personalvermittlung & Zeitarbeit Stralsund","Langenstraße 66b","Stralsund","stralsund@orizon.de","03831 2 03 99 80","https://www.orizon.de/de/standortsuche/stralsund?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST107"
"Orizon - Personalvermittlung & Zeitarbeit Trier","Brotstraße 18-19","Trier","trier@orizon.de","0651 99 21 93 70","https://www.orizon.de/de/standortsuche/trier?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST097"
"Orizon - Personalvermittlung & Zeitarbeit Würzburg","Franz-Ludwig-Straße 9","Würzburg","wuerzburg@orizon.de","0931 80 41 90","https://www.orizon.de/de/standortsuche/wuerzburg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST021"
"Orizon - Personalvermittlung & Zeitarbeit Zwickau","Hauptstraße 45","Zwickau","zwickau@orizon.de","0375 20 03 83 40","https://www.orizon.de/de/standortsuche/zwickau?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST111"
"Orizon Personalvermittlung Heilbronn","Kaiserstraße 27","Heilbronn","heilbronn-franken@orizon.de","07131 64 22 50","https://www.orizon.de/de/standortsuche/heilbronn?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST025"
"Orizon Personalvermittlung Karlsruhe","Kaiserstraße 86","Karlsruhe","technologieregion-karlsruhe@orizon.de","0721 1 80 56 10","https://www.orizon.de/de/standortsuche/karlsruhe?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST073"
"Orizon Personalvermittlung München","Welfenstraße 22","München","muenchen-sued@orizon.de","089 2 01 82 75 31","https://www.orizon.de/de/standortsuche/muenchen/kaufmaennisch-it-muenchen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST040"
"Orizon - technische Personalvermittlung & Zeitarbeit Bad Homburg","Rathausstraße 1","Bad Homburg vor der Höhe","bad-homburg-gewerblich@orizon.de","06172 8 52 92 61","https://www.orizon.de/de/standortsuche/bad-homburg/gewerbliche-berufe-bad-homburg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST109"
"Orizon - Unit Aviation","Airbus-Straße 3","Stade","aviation@orizon.de","04141 7 94 21 00","https://www.orizon.de/de/standortsuche/stade/aviation-stade?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST086"
"Orizon - Unit Aviation","Augsburger Straße 17-19","Augsburg","aviation@orizon.de","0821 3 45 60 20","https://www.orizon.de/de/standortsuche/augsburg/aviation-augsburg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST081"
"Orizon - Unit Aviation","Hein-Saß-Weg 36","Hamburg","aviation@orizon.de","040 32 50 97 81","https://www.orizon.de/de/standortsuche/hamburg/aviation-hamburg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST083"
"Orizon - Unit Aviation","Innere Wiener Straße 9","München","aviation@orizon.de","089 54 45 94 90","https://www.orizon.de/de/standortsuche/muenchen/aviation-muenchen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST084"
"Orizon - Unit Aviation","Otto-Lilienthal-Straße 29","Bremen","aviation@orizon.de","0421 1 60 37 70","https://www.orizon.de/de/standortsuche/bremen/aviation-bremen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST082"
"Orizon - Zeitarbeit & Personalvermittlung","Am Herrengarten 2-6","Siegburg","siegburg@orizon.de","02241 12 39 90","https://www.orizon.de/de/standortsuche/siegburg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST133"
"Orizon - Zeitarbeit & Personalvermittlung","An Der Petrikirche 4","Braunschweig","braunschweig@orizon.de","0531 1 80 51 30","https://www.orizon.de/de/standortsuche/braunschweig?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST132"
"Orizon - Zeitarbeit & Personalvermittlung Ansbach","Kanalstraße 12","Ansbach","franken@orizon.de","0981 97 19 40","https://www.orizon.de/de/standortsuche/ansbach?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST020"
"Orizon - Zeitarbeit & Personalvermittlung Berlin","Friedrichstraße 129","Berlin","berlin-brandenburg@orizon.de","030 2 06 24 80","https://www.orizon.de/de/standortsuche/berlin?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST005"
"Orizon - Zeitarbeit & Personalvermittlung Biberach","Bleicherstraße 3","Biberach an der Riß","bodensee-oberschwaben@orizon.de","07351 3 20 72 00","https://www.orizon.de/de/standortsuche/biberach?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST009"
"Orizon - Zeitarbeit & Personalvermittlung Bremen","Sögestraße 15","Bremen","bremen@orizon.de","0421 84 51 83 10","https://www.orizon.de/de/standortsuche/bremen/bremen-altstadt?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST074"
"Orizon - Zeitarbeit & Personalvermittlung Chemnitz","Irkutsker Straße 111","Chemnitz","chemnitz@orizon.de","0371 38 22 40","https://www.orizon.de/de/standortsuche/chemnitz?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST045"
"Orizon - Zeitarbeit & Personalvermittlung Dortmund","Friedensplatz 7","Dortmund","dortmund@orizon.de","0231 9 50 37 80","https://www.orizon.de/de/standortsuche/dortmund?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST017"
"Orizon - Zeitarbeit & Personalvermittlung Dresden","Hertha-Lindner-Straße 10","Dresden","dresden@orizon.de","0351 44 00 50","https://www.orizon.de/de/standortsuche/dresden?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST018"
"Orizon - Zeitarbeit & Personalvermittlung Eisenhüttenstadt","Straße Der Republik 5","Eisenhüttenstadt","eisenhuettenstadt@orizon.de","03364 4 29 61 10","https://www.orizon.de/de/standortsuche/eisenhuettenstadt?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST019"
"Orizon - Zeitarbeit & Personalvermittlung Flensburg","Schiffbrücke 66a","Flensburg","flensburg@orizon.de","0461 3 13 37 60","https://www.orizon.de/de/standortsuche/flensburg?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST034"
"Orizon - Zeitarbeit & Personalvermittlung Frankfurt","Eschborner Landstraße 42-50","Frankfurt am Main","rhein-main@orizon.de","069 9 20 37 70","https://www.orizon.de/de/standortsuche/frankfurt/technische-berufe-frankfurt?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST065"
"Orizon - Zeitarbeit & Personalvermittlung Halle","Julius-Ebeling-Straße 6","Halle (Saale)","halle@orizon.de","0345 22 60 12 81","https://www.orizon.de/de/standortsuche/halle?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST122"
"Orizon - Zeitarbeit & Personalvermittlung Heidenheim","Olgastraße 6","Heidenheim an der Brenz","ostwuerttemberg@orizon.de","07321 9 34 50","https://www.orizon.de/de/standortsuche/heidenheim?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST059"
"Orizon - Zeitarbeit & Personalvermittlung Ingolstadt","Frühlingstraße 31","Ingolstadt","donau-isar@orizon.de","0841 95 34 70","https://www.orizon.de/de/standortsuche/ingolstadt?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST015"
"Orizon - Zeitarbeit & Personalvermittlung Köln","Schildergasse 41-45","Köln","koeln@orizon.de","0221 9 25 75 50","https://www.orizon.de/de/standortsuche/koeln?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST119"
"Orizon - Zeitarbeit & Personalvermittlung Leipzig","Balzacstraße 1","Leipzig","nordsachsen-sachsen-anhalt@orizon.de","0341 48 74 30","https://www.orizon.de/de/standortsuche/leipzig?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST043"
"Orizon - Zeitarbeit & Personalvermittlung Lörrach","Marktplatz 5","Lörrach","markgraeflerland@orizon.de","07621 4 22 28 90","https://www.orizon.de/de/standortsuche/loerrach?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST032"
"Orizon - Zeitarbeit & Personalvermittlung Mannheim","Neckarauer Straße 106-116","Mannheim","rhein-neckar@orizon.de","0621 17 28 99 10","https://www.orizon.de/de/standortsuche/mannheim?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST066"
"Orizon - Zeitarbeit & Personalvermittlung Mindelheim","Tegelbergstraße 8","Mindelheim","allgaeu@orizon.de","08261 7 38 81 82","https://www.orizon.de/de/standortsuche/mindelheim?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST002"
"Orizon - Zeitarbeit & Personalvermittlung Neumarkt","Amberger Straße 82","Neumarkt in der Oberpfalz","oberpfaelzer-jura@orizon.de","09181 6 99 30","https://www.orizon.de/de/standortsuche/neumarkt?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST051"
"Orizon - Zeitarbeit & Personalvermittlung Osnabrück","Nordstraße 4","Osnabrück","osnabrueck@orizon.de","0541 38 06 02 70","https://www.orizon.de/de/standortsuche/osnabrueck?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST106"
"Orizon - Zeitarbeit & Personalvermittlung Plauen","Schloßberg 10a","Plauen","ov@orizon.de","03741 2 81 60","https://www.orizon.de/de/standortsuche/plauen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST044"
"Orizon - Zeitarbeit & Personalvermittlung Straubing","Steinergasse 18","Straubing","gaeuboden@orizon.de","09421 8 61 09 90","https://www.orizon.de/de/standortsuche/straubing?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST022"
"Orizon - Zeitarbeit & Personalvermittlung Stuttgart","Friedrichstraße 15","Stuttgart","stuttgart@orizon.de","0711 67 23 57 20","https://www.orizon.de/de/standortsuche/stuttgart?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST072"
"Orizon - Zeitarbeit Hamburg","Beim Strohhause 24, (St. Georg)","Hamburg","hamburg@orizon.de","040 32 50 97 70","https://www.orizon.de/de/standortsuche/hamburg/hamburg-mitte?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST033"
"Orizon - Zeitarbeit München","Hanauer Straße 58","München","muenchen-nord@orizon.de","089 1 43 84 60","https://www.orizon.de/de/standortsuche/muenchen/gewerblich-technisch-muenchen?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST039"
"Orizon - Zentrale Augsburg","Berliner Allee 28c","Augsburg","zentrale@orizon.de","0821 50 99 10","https://www.orizon.de/de/standortsuche/augsburg/zentrale?utm_source=yext-profile&utm_medium=organic&utm_campaign=standortsuche&utm_term=orizon+gmbh&utm_content=OZNST089"
"Otger Holleschek M. Schlick u. Jörg Hautmann ServicePool GbR","Martin-Luther-Str. 2, (Obergiesing)","München","","089 8 90 68 60","http://www.servicepool-muc.de"
"PAR GmbH","Gartenstraße 134","Frankfurt am Main","info@par-frankfurt.de","069 62 10 58","https://par-gmbh.de/"
"Patrick Remy Energieberatung Arbeitsvermittlung","August-Bebel-Str. 13","Obertshausen","","0177 3 34 00 99","http://www.solide-energieberatung.de"
"Perfekt Personalagentur GmbH","Heilbronner Straße 67","Neckarsulm","info@perfektpa.de","07132 9 63 20","https://www.perfektpa.de"
"Personal - Management - Coskun GmbH & Co. KG","Oststr. 17A, (Innenstadt)","Ahlen","info@pmcahlen.de","02382 7 75 22 80","http://www.pmcahlen.de"
"PERSONALANKER","Ebershaldenstr. 13/1, (Stadtmitte)","Esslingen am Neckar","info@personalanker.de","0711 82 09 95 55","https://www.personalanker.de/"
"Personato GmbH","An der Kleinbahn 18, (Kaldenkirchen)","Nettetal","info@personato.de","02157 3 02 89 20",""
"Personnel Solutions GmbH","Maximilianallee 4, (Eutritzsch)","Leipzig","info@psg-office.de","0341 60 91 60","http://www.psg-office.de"
"persoperm GmbH","Erich-Kästner-Straße 1","Erfurt","info@persoperm.de","0361 38 03 00 50","https://persoperm.de"
"PERSUS Personal GmbH","Rotebachring 14, (Roßfeld)","Crailsheim","","07951 31 79 31-0",""
"Peter Metje Personalvermittlung","Kroonsberg 3a","Bendestorf","peter-metje@peter-metje.de","04183 77 51 10","http://www.pm-pm.de"
"Petra Graef & Barbara Graef GbR DESIGNERDOCK München","Isartalstr. 44, (Isarvorstadt)","München","muenchen@designerdock.com","089 5 52 79 79 50","http://www.designerdock.com/ueber-uns/muenchen/"
"Pflegeportal Süd GmbH & Co. KG","Heidelberger Str. 108A","Hockenheim","info@pflegeportalsued.de","06205 3 64 43 15","http://pflegeportalsued.de"
"Pflegeteam Herzenswelt GmbH","Hauptstraße 96","Pforzheim","info@pflegeteam-herzenswelt.de","07231 4 14 55 11","https://www.pflegeteam-herzenswelt.de"
"Pflegeverleih24 - Wir vermitteln Pflege","Dorfstraße 13","Neuruppin","info@pflegeverleih24.com","07253 8 45 20 77","https://www.pflegeverleih24.com/"
"Pflegeverleih24 - Wir vermitteln Pflege","Rettigheimer Gasse 3","Bad Schönborn","info@pflegeverleih24.com","07253 8 45 20 76","https://www.pflegeverleih24.com"
"Pharma Welt GmbH","Glauburgstr. 95, (Nordend-West)","Frankfurt am Main","info@pharmawelt.eu","","http://www.pharmawelt.eu"
"pivot recruiting GmbH","Straße der Hoffnung 7","Babenhausen (Hess)","d.neu@pivot-recruiting.de","06106 6 67 13 55","http://pivot-recruiting.de"
"planting GmbH","August-Laubenheimer Str.","Frankfurt am Main","rhein-neckar@plant-ing.de","0721 6 63 97 80","https://www.plant-ing.de/de/de/standorte/rhein-neckar"
"planting GmbH","Brühler Str. 60","Wesseling","koeln-mitte@plant-ing.de","0221 97 76 50","https://www.plant-ing.de/de/de/standorte/koeln-mitte"
"plantIng GmbH","Carl-Benz-Straße 22-24","Frankenthal","rhein-neckar@plant-ing.de","06233 34 68 10","https://www.plant-ing.de/de/de/standorte/rhein-neckar"
"planting GmbH","Emscherstraße 62","Gelsenkirchen","gelsenkirchen@plant-ing.de","0209 1 57 60 40","https://www.plant-ing.de/de/de/standorte/gelsenkirchen"
"planting GmbH","Frankfurter Str. 10-14","Eschborn","rhein-main@plant-ing.de","06196 77 45 10","https://www.plant-ing.de/de/de/standorte/rhein-main"
"planting GmbH","Henkelstraße / Geb 67","Düsseldorf","koeln-mitte@plant-ing.de","0221 97 76 50","https://www.plant-ing.de/de/de/standorte/koeln-mitte"
"planting GmbH","Industriestraße 161","Köln","zentrale-koeln@plant-ing.de","02236 4 90 70","https://www.plant-ing.de/de/de/standorte/zentrale-koeln"
"planting GmbH","Johannastraße 2-8","Gelsenkirchen","gelsenkirchen@plant-ing.de","0209 1 57 60 40","https://www.plant-ing.de/de/de/standorte/gelsenkirchen"
"planting GmbH","Oskar-Schindler-Straße 3","Köln","koeln-mitte@plant-ing.de","0221 97 76 50","https://www.plant-ing.de/de/de/standorte/koeln-mitte"
"planting GmbH","Rheinallee 9","Ludwigshafen am Rhein","rhein-neckar@plant-ing.de","0621 5 49 33 60","https://www.plant-ing.de/de/de/standorte/rhein-neckar"
"planting GmbH","Steinmüllerallee 2","Gummersbach","gummersbach@plan-ing.de","02261 50 10 60","https://www.plant-ing.de/de/"
"planting GmbH","Theodor-Yorck-Straße 6","Hamburg","hamburg@plant-ing.de","040 20 94 73 80","https://www.plant-ing.de/de/de/standorte/hamburg"
"plantIng GmbH - Projects Execution Center","Industriepark Höchst Gebäude F821","Frankfurt am Main","rhein-neckar@plant-ing.de","0721 6 63 97 80","https://www.plant-ing.de/de/de/standorte/rhein-neckar"
"planting GmbH - Projects Execution Center","Sillerstraße 66","Wuppertal","koeln-mitte@plant-ing.de","0221 97 76 50","https://www.plant-ing.de/de/de/standorte/koeln-mitte"
"pluss Augsburg - Care People (Medizin/Pflege) & Bildung und Soziales","Alfred-Nobel-Straße 9","Augsburg","","0821 60 84 00","https://www.pluss.de/kontakt?division=all&city=Augsburg&page=0&utm_source=advantago&utm_medium=highlight&utm_campaign=augsburg_cp_bus"
"pluss Berlin - Care People (Medizin/Pflege)","Am Studio 26","Berlin","berlin@care-people.com","030 3 45 07 50","https://www.pluss.de/kontakt?city=Berlin&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=berlin_cp_bus"
"pluss Berlin - Bildung und Soziales","Thaerstraße 29a","Berlin","m.bechtoldt@pluss.de","030 2 02 14 04 60","https://www.pluss.de/kontakt/berlin-bildung-soziales"
"pluss Bochum - Care People (Medizin/Pflege)","Kurt-Schumacher-Platz 8","Bochum","bochum@care-people.com","0234 89 01 61 10","https://www.pluss.de/kontakt?city=Bochum&page=0&division=carePeople&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=bochum_cp"
"pluss Braunschweig - Care People (Medizin/Pflege) & Bildung und Soziales","Güldenstraße 53","Braunschweig","braunschweig@care-people.com","0531 1 29 26 40","https://www.pluss.de/kontakt?division=all&city=Braunschweig&page=0&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=braunschweig_cp"
"pluss Bremen - Care People (Medizin/Pflege) & Bildung und Soziales","Schüsselkorb 3","Bremen","bremen@pluss.de","0421 4 85 01 50","https://www.pluss.de/kontakt?city=Bremen&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=bremen_cp_bus"
"pluss Dortmund - Care People (Medizin/Pflege) & Bildung und Soziales","Ruhrallee 9","Dortmund","dortmund@care-people.com","0231 22 92 76 40","https://www.pluss.de/kontakt?city=Dortmund&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=dortmund_cp_bus"
"pluss Düsseldorf - Care People (Medizin/Pflege) & Bildung und Soziales","Friedrichstraße 73","Düsseldorf","duesseldorf@care-people.com","0211 3 36 75 00","https://www.pluss.de/kontakt?city=Düsseldorf&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=duesseldorf_cp_bus"
"pluss Essen - Care People (Medizin/Pflege)","Huyssenallee 13","Essen","essen@care-people.com","0201 2 40 08 30","https://www.pluss.de/kontakt?city=Essen&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=essen_cp"
"pluss Frankfurt - Care People (Medizin/Pflege) & Bildung und Soziales","Kuhwaldstraße 46","Frankfurt am Main","frankfurt@care-people.com","069 21 93 07 20","https://www.pluss.de/kontakt?city=Frankfurt&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=frankfurt_cp_bus"
"pluss Freiburg - Care People (Medizin/Pflege) & Bildung und Soziales","Kaiser-Joseph-Straße 269","Freiburg","","0761 15 15 69 00","https://www.pluss.de/kontakt?division=all&city=Freiburg&page=0&utm_source=advantago&utm_medium=highlight&utm_campaign=freiburg_cp_bus"
"pluss Göttingen - Care People (Medizin/Pflege) & Bildung und Soziales","Tuchmacherweg 8","Göttingen","goettingen@care-people.com","0551 4 95 66 50","https://www.pluss.de/kontakt?city=Göttingen&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=goettingen_cp_bus"
"pluss Goslar - Care People (Medizin/Pflege) & Bildung und Soziales","Fischemäkerstraße 4","Goslar","goslar@care-people.com","05321 31 13 40","https://www.pluss.de/kontakt?city=Goslar&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=goslar_cp_bus"
"pluss Hamburg - Care People (Medizin/Pflege)","Brodschrangen 1-5","Hamburg","hamburg@care-people.com","040 76 79 51 70","https://www.pluss.de/kontakt?city=Hamburg&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=hamburg_cp"
"pluss Hannover - Bildung und Soziales","Philipsbornstraße 2","Hannover","j.uhrbach@pluss.de","0511 2 35 13 50","https://www.pluss.de/kontakt/hannover-bildung-soziales?utm_source=advantago&utm_medium=highlight&utm_campaign=hannover_bus"
"pluss Hannover - Care People (Medizin/Pflege)","Schiffgraben 44","Hannover","hannover@care-people.com","0511 1 23 13 80","https://www.pluss.de/kontakt/hannover-care-people/?utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=hannover_cp"
"pluss Harburg - Bildung & Soziales","Schellerdamm 22-24","Hamburg","harburg-bs@pluss.de","040 7 64 14 30","https://www.pluss.de/kontakt?city=Hamburg&page=0&division=education&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=harburg_bus"
"pluss Kiel - Care People (Medizin/Pflege) & Bildung und Soziales","Walkerdamm 17","Kiel","kiel@care-people.com","0431 6 67 14 80","https://www.pluss.de/kontakt?city=Kiel&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=kiel_cp_bus"
"pluss Köln - Care People (Medizin/Pflege) & Bildung und Soziales","Neue Weyerstr. 6","Köln","koeln@care-people.com","0221 27 26 38 80","https://www.pluss.de/kontakt?city=Köln&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=koeln_cp_bus"
"pluss Lübeck - Care People (Medizin/Pflege) & Bildung und Soziales","Breite Straße 47-49","Lübeck","luebeck@care-people.com","0451 6 13 09 40","https://www.pluss.de/kontakt?city=Lübeck&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=luebeck_cp_bus"
"pluss Magdeburg - Care People (Medizin/Pflege)","Breiter Weg 10a","Magdeburg","magdeburg@care-people.com","0391 53 19 56 20","https://www.pluss.de/kontakt?city=Magdeburg&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=magdeburg_cp"
"pluss Mannheim - Care People (Medizin/Pflege) & Bildung und Soziales","Willy-Brandt-Platz 6","Mannheim","mannheim@care-people.com","0621 1 78 87 80","https://www.pluss.de/kontakt?city=Mannheim&page=0&division=all&utm_source=advantago&utm_medium=googlemybusiness&utm_campaign=mannheim_cp_bus"
"pluss Nürnberg - Care People (Medizin/Pflege) & Bildung und Soziales","Hansastraße 33, (Schweinau)","Nürnberg","","0911 3 68 10 30","https://www.pluss.de/kontakt?city=Nürnberg&utm_source=advantago&utm_medium=highlight&utm_campaign=nuernberg_cp_bus"
