"agency_name","address","city","email","phone_number","website"
"Burgey Bau GmbH","Ruhweg 4","Göllheim","mail@burgey.de","06351 99 98 30","http://www.burgey.de"
"dechant hoch- und ingenieurbau gmbh","Abt-Knauer-Str. 3","Weismain","info@dhib.de","09575 98 20","https://www.dhib.de"
"Diekmann Bau GmbH & Co. KG","Ihringshäuser Str. 161, (Ihringshausen)","Fuldatal","info@diekmann-bau.de","0561 87 84 48","http://www.diekmann-bau.de"
"Dietmar Bücher Schlüsselfertiges Bauen GmbH & Co. KG","Veitenmühlweg 2","Idstein","kontakt@dietmar-buecher.de","06126 58 80","http://www.dietmar-buecher.de"
"Emil Rind Bauunternehmung- Inh. Christoph Rind","Raiffeisenstr. 23","Veitshöchheim","christoph-rind@t-online.de","0931 95 03 05","https://www.rind-bau.de/"
"Feick Bauunternehmen GmbH","Weidenbornstr. 8a, (Südost)","Wiesbaden","info@feick-bau.de","0611 7 90 12 44","http://www.feick-bau.de"
"FORSTER-BAU für Haus und Hof, Michael Forster / Maurer-, Betonbaumeiser und Schachtmeister","Hauptstr. 68, (Uchtelfangen)","Illingen","info-forster-bau@t-online.de","0172 6 86 84 86","https://forsterbau.de/"
"Franke Fritz GmbH & Co. KG","Am Wallbach 1","Morschen","mail@fritz-franke.de","05664 93 83 50","http://www.fritz-franke.de"
"Gebr. Kühnel Bau GmbH","Ferdinand-Hiller-Weg 9, (Urdenbach)","Düsseldorf","info@kuehnel-bau.de","0211 7 40 61 50","https://www.kuehnel-bau.de"
"Gebrüder Streichsbier Bauunternehmen GmbH","Traubenstr. 23, (Weinzierlein)","Zirndorf","info@streichsbier-bau.de","09127 88 14","https://www.streichsbier-bau.de/"
"Geis Hoch- u. Tiefbau GmbH","Wenighösbacher Str. 42","Hösbach","info@hoch-tiefbau-geis.com","06021 44 88 10","https://www.hoch-tiefbau-geis.com"
"Graf Bau GmbH","Hainstr. 8","Velburg","hallo@baugraf.de","09182 90 20 07","https://www.baugraf.de/"
"Groß Martin","Silwinger Str. 41a, (Mondorf)","Merzig","info@gross-mondorf.de","06869 2 30","http://www.gross-mondorf.de"
"Hadelka Bauunternehmen GmbH","Kärntner Weg 58, (Wersten)","Düsseldorf","info@hadelka.de","0211 22 84 50",""
"Hans Schneider Bauunternehmen","Weißdorfer Str. 19","Sparneck","info@schneider-sparneck.de","09251 62 29","https://schneider-sparneck.de"
"Heidingsfelder Bau GmbH","Nelkenstr. 3, (Lind)","Zirndorf","heidingsfelder.bau@t-online.de","0911 69 56 47","http://www.mon.de/mfr/Heidingsfelder.119845"
"Heiming GbR","Zur Reithalle 66, (Lembeck)","Dorsten","info@heiming-bau.de","02369 98 94-0","https://www.heiming-bau.de"
"Henning Bau GmbH","Im Boden 12","Hattersheim am Main","kontakt@henning-bau-gmbh.de","06190 88 81 60","http://www.henning-bau-gmbh.de"
"Hörhammer Bauunternehmung GmbH","Terrassenweg 29, (Innenstadt)","Pirmasens","info@hoerhammer-gmbh.de","06331 6 26 52","http://www.hoerhammer-gmbh.de"
"Hofmann Bau Betrieb GmbH","Der Alte Berg 12, (Debring)","Stegaurach","info@hofmannbaubetrieb.de","0951 2 96 00 00","http://www.hofmannbaubetrieb.de"
"Horst Schulz Bauunternehmung GmbH","Anderbachstr. 2, (Rübenach)","Koblenz","info@h-s-bau.de","0261 92 28 90","http://www.schulz-bau-gmbh.de"
"HS Bau GmbH","Firnskuppenstr. 21, (Harleshausen)","Kassel","info@hsbau-kassel.de","0561 88 48 65","http://www.hsbau-kassel.de"
"Immobilien & Bauträger Kolb GmbH","Waldstr. 5a, (Neuhäusel)","Kirkel","info@kolb-bau.de","0491 7 36 78 33 34","http://www.kolb-bau.de/schwimmbad"
"Jansen & Stenmans GmbH","Xantener Str. 2, (Winnekendonk)","Kevelaer","info@jansen-stenmans.de","02838 7 76 83 27","https://www.jansen-stenmans.de"
"Josef Pruy Bau GmbH","Brunner Str. 7","Lauterhofen","pruy.bau@t-online.de","09186 2 61","https://www.pruybau.de"
"Karl Alexander","Hannathstr. 32, (Fronberg)","Schwandorf","karl-bauunternehmen@t-online.de","09431 4 30 80","http://www.karl-bauunternehmen.de"
"Karl Spitz GmbH Baugeschäft","Alte Schmelze 15, (Schierstein)","Wiesbaden","info@karlspitz.de","0611 73 18 65","http://www.karlspitz.de"
"Karl u. Gerold Engenhost Bauunternehmung GmbH","Neue Str. 10, (Menzelen-West)","Alpen","kug-engenhorst@t-online.de","02802 9 60 32","https://www.engenhorst-gmbh.de"
"Kocak GmbH","Blumenplatz 8","Goch","info@kocak-gmbh.de","02823 8 79 18 68","https://www.kocak-gmbh.de"
"KSG Kabel-Signal-Gleisbau GmbH","Bahnhofstr. 53","Lampertswalde","info@ksg-bau.gmbh","035248 8 83 80","https://www.ksg-bau.gmbh"
"Leberfinger Bau GmbH Bauunternehmen, Baustoffe","Kapellenstr. 35, (Forsthart)","Künzing","leberfinger-bau@t-online.de","03549355","http://www.leberfinger-bau.de/"
"Lößl Bau GmbH & Co. KG","Am Steinbruch 6","Winklarn","info@loessl-bau.de","09676 16 61","https://www.loessl-bau.de/"
"Ludwig Strohbach GmbH","Pfortenstr. 31, (Kloppenheim)","Wiesbaden","info@strohbach-gmbh.de","0611 50 22 78","http://www.strohbach-gmbh.de"
"Manfred Simon Baugeschäft","Eschenbach 805, (Eschenbach)","Pommelsbrunn","info@simon-bau.de","09154 91 69 60","http://www.simon-bau.de/"
"Otto Hauch GmbH & Co. KG","Rodacher Str. 44","Coburg","info@otto-hauch.com","09561 8 58 40","http://www.otto-hauch.com"
"Pempeit Ingo","Werksstr. 29, (Würgendorf)","Burbach","info@hochbau-pempeit.de","0271 30 30 34 00","http://www.hochbau-pempeit.de"
"RHT Bau GmbH","Hühnerstr. 21, (Barmen)","Wuppertal","rhtbaugmbh@gmail.com","0177 7 22 65 50",""
"RK Bau GmbH","Zum Haag 3, (Eichenhofen)","Seubersdorf","rk.bau@t-online.de","09497 94 97 70",""
"SB Bau, Stefan Berthold","Eisenbahnstr. 62, (Iggelheim)","Böhl-Iggelheim","info@sb-bau-iggelheim.de","06324 9 68 90 11","http://www.sb-bau-iggelheim.de"
"SCHMITZ JÜRGEN Dipl.-Ing.","Cheruskerweg 9","Brilon","info@schmitz-gutachter.de","02961 82 61","http://www.schmitz-gutachter.de"
"Schubart Bauunternehmung Baustoffe GmbH","Neuherberg 30, (Neuherberg)","Ergersheim","info@schubart-gmbh.de","09847 9 71 00","http://www.schubart-gmbh.de"
"Schuster - Bau GmbH","Am Kirchplatz 5D, (Igensdorf)","Igensdorf","info@schuster-bau-gmbh.de","09192 99 67 25","https://www.schuster-bau-gmbh.de/"
"Segerer Bau GmbH & Co. KG","Kirchplatz 3, (Hollerstetten)","Velburg","info@segerer-bau.de","09497 94 11 40","https://www.segerer-bau.de"
"Staudinger GmbH","Industriestr. 15","Burgbernheim","info@staudinger-bau.de","09843 9 80 00","http://www.staudinger-bau.de/"
"Strauch Bauunternehmen","Krusestr. 15, (Büderich)","Werl","info@martinstrauch.de","02922 8 45 69","http://www.strauch-bauunternehmung.de"
"Thomas Günther Bau GmbH","Am Wechselbühl 11, (Hallerstein)","Schwarzenbach","tg.guentherbau@t-online.de","09284 61 01","https://www.günther-bau.com"
"Ulrich GmbH","Richard-Müller-Str. 7, (Nordend)","Fulda","info@ulrich-fulda.de","0661 96 36 01","http://www.ulrich-fulda.de"
"van Staa & Weber GmbH","Kleiner Kiwitt 11, (Holthausen)","Voerde","info@vanstaaundweber.de","02855 8 54 52","https://www.vanstaaundweber.de/"
"WeberBau GmbH","Robert-Bosch-Str. 22, (Lieblos)","Gründau","info@weberbau-gmbh.de","06051 1 75 38","http://www.weberbau-gmbh.de"
"Willi Prangenberg GmbH","Ehrenberg 38, (Ehrenberg)","Neustadt (Wied)","info@bauunternehmung-prangenberg.de","02683 9 48 29 70","http://www.bauunternehmung-prangenberg.de"
"Wolfgang Endreß Bauunternehmung + Baustoffe GmbH & Co. KG","Sichartstr. 61","Lauf","w.endress@moertel-transportbeton.de","09123 95 46-0","http://www.bauunternehmung-endress.de/"
"Yavuzinvest GmbH","Saganer Str. 27, (Altenfurt)","Nürnberg","info@yavuzinvest.de","0151 64 38 68 68","http://www.yavuzinvest.de"
"Bau Schulze GmbH","Am Bahnhof 21, (Ottendorf)","Lichtenau","info@bau-schulze-gmbh.de","037208 40 56","http://www.bau-schulze-gmbh.de"
"Baufirma Loose & Co. GmbH","Ziegelei 6, (Schellenberg)","Leubsdorf","info@baufirma-loose.de","037291 39 40","http://www.baufirma-loose.de"
"Baugeschäft Gert Weidensdorfer","Markneukirchner Str. 95","Klingenthal","weidensdorfer@t-online.de","037467 2 49 54","http://www.baugeschaeft-weidensdorfer.de"
"Bauservice René Schulz","Glashüttenstr. 4","Lommatzsch","schulzbauservice@aol.com","0162 3 54 73 49","http://www.bauservice-schulz.de"
"Hertzschuch Bau GmbH Radebeul","Altserkowitz 16","Radebeul","info@hertzschuch-bau.de","0351 8 38 22 64","http://www.hertzschuch-bau.de"
"Gutgesell Dieter GmbH","Röthenstr. 7","Michelau","info@gutgesell-bau.de","09571 8 36 75","http://www.gutgesell-bau.de"
"Kretschmer Friedhelm","Refflingser Str. 34, (Refflingsen)","Iserlohn","info@baugeschaeft-kretschmer.de","02371 4 02 36","http://www.baugeschaeft-kretschmer.de"
"Frisch & Rückert Bau GmbH","Ebenrieder Str. 44","Allersberg","info@frisch-bau.de","09176 98 02-30","http://www.frisch-bau.de"
"Georg Grethlein e.K., Bauunternehmen","Am Schreinersteich 7","Selb","grethlein-bau@t-online.de","09287 7 00 26",""
"Beringer Georg","Mühlgasse 5","Rattelsdorf","georg@beringerbau.de","09547 3 48","http://www.beringerbau.de"
"Büttner Philipp GmbH","Schweinheimer Str. 96, (Schweinheim)","Aschaffenburg","info@betomix-bma.de","06021 9 63 24",""
"D&Z Bauunternehmung","Fichtelhofer Str. 2","Neudrossenfeld","d-zbauunternehmung@t-online.de","09203 6 86 64 88","http://www.dz-bauunternehmung.de"
"Dietz Baugesellschaft mbH u. Co. KG","Jahnstr. 19","Weismain","info@dietz-bau.de","09575 98 15-0","http://www.dietz-bau.de"
"FF Bau e.K. Franz Faust Bauunternehmen","Womburgstr. 42, (Strötzbach)","Mömbris","ffbau@aol.com","06029 14 62",""
"Hammelmann Adolf","Am Pfaffenpfad 18","Nüdlingen","a.hammelmann@freenet.de","0971 78 54 84 06",""
"RE-BAU Remberger GmbH & Co. KG","Spielberg 6, (Spielberg)","Gnotzheim","info@rem-bau.de","09833 98 12-0",""
"Ritter Klaus Baugeschäft GmbH","Goethestr. 1","Rehau","k-ritter-bau@t-online.de","09283 16 35","http://www.ritterbau-rehau.de"
"Kiesel Albert","Ritterstr. 13, (Reiterswiesen)","Bad Kissingen","albert.kiesel@gmx.de","0971 6 15 37",""
"Gruber - Bauhandwerk GmbH","Marktsteig 12a, (Niederplanitz)","Zwickau","info@gruber-bauhandwerk.de","0375 7 88 39 86","http://www.gruber-bauhandwerk.de"
"Alfons Vaas GmbH Bauunternehmen","Sonnenstr. 2","Reichertsheim","info@vaas-bau.de","08073 12 15","https://vaas-bau.de"
"Feucht & Röntgen GmbH","Konkordiastr. 13","Eschweiler","info@feucht-roentgen.de","","http://www.feucht-roentgen.de"
"Karl Burger GmbH Hoch- und Tiefbau","Adalbert-Stifter-Str. 2","Waldkirch","info@karl-burger.de","07681 4 77 85-0","https://karl-burger.de/"
"Loibl Martin Bauträger GmbH","Danziger Str. 15","Eching","info@loibl-bau.de","089 3 19 19 09","https://loibl-bau.de/"
"Nürnberger + Epp Bau-GmbH","Oskar-von-Miller-Straße 38","Miesbach","info@eppbau.de","08025 42 27","http://www.eppbau.de"
"Birner Bau","Auweg 2, (Kälberau)","Alzenau","thomasistnichtda@web.de","0175 5 28 82 28",""
"Pauler Christian","Bahnhofstr. 7","Burgkunstadt","chris.pauler@gmx.de","09572 14 89",""
"Baubetrieb Hagen Hoffmann","Am Tschugagraben 7, (Gallinchen)","Cottbus","mail@baubetrieb-hoffmann.de","0355 48 55 18 41","https://www.baubetrieb-hoffmann.de/"
"Bauunternehmen Michling GmbH","Tuchmacherstr. 2","Finsterwalde","info@michlingbau.de","03531 27 96","http://www.michlingbau.de"
"KAUFMANN Erd- u. Tiefbau GmbH & Co. KG","Lieberoser Str. 22a","Neuzelle","kaufmann-neuzelle@t-online.de","033652 4 66","http://www.kaufmann-neuzelle.de"
"UNGER BAUUNTERNEHMUNG GMBH","Schützenstr. 22","Breckerfeld","mail@unger-bauunternehmung.de","02338 21 44","https://www.unger-bauunternehmung.de"
"AG Bau GmbH","Limesstr. 59, (Aubing)","München","info@agbau-muenchen.de","089 54 63 80 85","http://www.agbau-muenchen.de"
"Bauunternehmen Röh, Manfred","Am Weinberg 38, (Stücken)","Michendorf","info@bauunternehmen-roeh.de","033204 6 18 14","https://www.bauunternehmen-roeh.de/"
"Franz Traub GmbH & Co.KG","Thurn-und-Taxis-Str. 18-28, (Ebnat)","Aalen","info@franz-traub.de","07367 82-0","http://www.franz-traub.de"
"Kotter Isidor GmbH","Hauptstr. 18-20","Frasdorf","info@isidor-kotter.de","08052 24 33","https://www.isidor-kotter.de"
"Kramke Baugesellschaft mbH","Konrad-Zuse-Ring 13, (Nauener Vorstadt)","Potsdam","info@kramke-baugruppe.de","0331 60 08 49 64","http://www.kramke-baugruppe.de"
"Mayer Hoch- und Tiefbau GmbH","Hauptstr. 5","Ruhpolding","info@mayer-hochtiefbau.de","08663 53-0","http://www.mayer-hochtiefbau.de"
"Adem Systembau GmbH Abdichtarbeiten Wärmedämmung Trockenbau Estricharbeiten","Lüneburger Str. 41","Soltau","info@adem-systembau.de","05191 97 57 45","http://www.adem-systembau.de"
"Bauteam GmbH Bauunternehmen - schlüsselfertiges bauen","Bauhofstr. 1E","Stralsund","bts@bauteam-massivhaus.de","03831 66 76 61","http://www.bauteam-massivhaus.de"
"Bendfeldt Dieter Ing., Abbruch & Bau GmbH Abbruchgesellschaft Baugesellschaft","Hegholt 53A, (Bramfeld)","Hamburg","kontakt@dieterbendfeldt.de","040 6 90 72 34","http://www.dieterbendfeldt.de"
"F + W Hochbau GmbH","Hauptstr. 7, (Krebsow)","Groß Kiesow","info@fundw-bau.de","038355 7 19 79","http://www.fundw-bau.de"
"G. Plikat Baugeschäft","Tinnstückenweg 4","Jevenstedt","info@plikat-bau.de","04337 5 00","http://www.plikat-bau.de"
"Kochanski Bau GmbH","Am Gaswerk 14","Hohenwestedt","kochanski-bau@t-online.de","04871 9 64","http://www.kochanski-bau.de"
"Lüth Manfred Bauunternehmen GmbH & Co. KG","Düneberger Str. 95, (Heuweg-Kreuzberger Straße)","Geesthacht","info@lueth-bau.de","04152 7 55 26","http://www.lueth-bau.de"
"Schwalbe Baugesellschaft mbH & Co.","Industriestraße 16","Preetz","info@schwalbebau.de","04342 88 64-0","http://www.schwalbebau.de"
"Swissbauen GmbH Bauunternehmen","Ostring 52","Niebüll","bau@swissbauen.de","0171 7 87 05 00","http://www.swissbauen.de"
"Weimann Michael Bausanierung","Poppenbütteler Bogen 23a, (Poppenbüttel)","Hamburg","info@weimann-bau.de","040 6 06 12 34","http://www.weimann-bau.de"
"Wildtraut GmbH, Eckard","Hoornsfeld 5","Schneverdingen","info@wildtraut-bau.de","05193 51 95-0","http://www.wildtraut-bau.de"
"Bernhard Heckmann GmbH & Co. KG","Römerstr. 113, (Bockum-Hövel)","Hamm","hamm@heckmann-bau.de","02381 79 90-0","https://www.heckmann-bau.de/"
"Sroka Klaus","Knappenstr. 11a","Waltrop","k.sroka@sroka-bau.de","02309 7 02 36","http://www.sroka-bau.de"
"Greber Bau GmbH GmbH","Kapellenweg 10","Schwenningen","post@greber-bau.de","07579 92 12 60","http://www.greber-bau.de"
"Haisch Gottlieb Baugeschäft","Im Schießgärtle 2, (Möhringen)","Stuttgart","info@haisch-bau.de","0711 71 15 43","http://www.haisch-bau.de"
"Kaindl GmbH","Münchener Str. 39, (Breitbrunn)","Herrsching","info@kaindl-bau.de","08152 9 39 50","http://www.kaindl-bau.de"
"Lieb Josef GmbH","Robert-Bosch-Str. 3","Gammertingen","info@lieb-bau.de","07574 93 09-0","http://www.lieb-bau.de"
"BAOP Bau-Optimierung J. Wöltje Hoch- u. Tiefbau, Ausbau, Sanierung","Neubrandenburger Str. 18","Dummerstorf","ba-op@t-online.de","038208 8 00 40","http://www.baop.de"
"Paustian Bauunternehmen GmbH","Am See 11a","Rathjensdorf","kontakt@paustian-bau.de","04522 21 18","http://www.paustian-bau.de"
"Verfuß GmbH Bauunternehmen","Mendener Str. 40","Hemer","info@verfuss.de","02372 92 71-0","https://www.verfuss.de"
"A. Klein Bauunternehmung","Parkstr. 4","Pulheim","info@a-klein-bauunternehmung.de","02238 8 44 70","http://www.a-klein-bauunternehmung.de"
"A. Koch Baugeschäft Nachf. Dipl.-Ing. Holger Bürkel","Gittertor 23A, (Bad)","Salzgitter","koch.baugeschaeft@t-online.de","05341 39 05 65","http://www.bauunternehmen-salzgitter.de"
"A. Sosnitzki Bauunternehmung GmbH & Co. KG","Im Holze 61","Bremen","a@sosnitzkibau.de","0421 2 57 40 60","http://www.sosnitzkibau.de"
"AE Erbe Bauunternehmen Inh. Frank Erbe Bauunternehmen","Im Gewerbepark 11, (Rodenkirchen)","Stadland","info@ae-erbe.de","04732 1 84 56 40","http://ae-erbe-bauunternehmen.de"
"Alfred Brünjes Bauunternehmen","Dorfstr. 45, (Donnern)","Loxstedt","info@bruenjes-bau.de","04703 92 09 10","http://www.bruenjes-bau.de"
"All-Bau GmbH","In den Kuhwiesen 10, (Neureut)","Karlsruhe","info@all-bau.de","0721 9 78 23-0","http://www.all-bau.de"
"Am Wäldchen Putz & Maurer Bau GmbH","Engelsdorfer Str. 121, (Mölkau)","Leipzig","info@am-waeldchen.de","0341 6 51 48 96","http://www.am-waeldchen.de"
"AS-Bau GmbH","Am Wallgraben 20","Delitzsch","info@asbau-gmbh.de","034202 34 47 16","http://www.asbau-gmbh.de"
"Asen Asenov Bauprojektentwickler","Außer 36","Todtnau","info@asen-asenov.de","07671 2 68 99 66","https://www.asen-asenov.de/"
"ASTKA Bauunternehmen GmbH","Hinterstr. 91, (Altmersleben)","Kalbe (Milde)","astka@t-online.de","039080 31 26","http://www.astka.de"
"Bashkim Bau GmbH","Ernst-Eckstein-Str. 29, (Lutherplatz)","Halle (Saale)","info@mysite.com","0176 32 01 83 51","http://bashkimbau.com"
"Bau- und Gebäudeservice Robin Heimer","Seilergasse 7","Trebsen","heimer-bau@web.de","01525 6 04 41 70","http://www.heimer-bau.de"
"Baugenossenschaft Grimma e.G.","Wallgraben 18","Grimma","webmaster@bg-grimma.de","03437 76 02 60","http://www.bg-grimma.de"
"Baugeschäft Dennis Grote GmbH","Alte Marsch 12, (Altenbruch)","Cuxhaven","info@dennis-grote.de","04721 5 90 13 31","http://www.dennis-grote.de"
"Baugeschäft J. Pfeifer","Ohmweg 33, (Stötteritz)","Leipzig","jp-baugeschaeft@t-online.de","0341 8 60 62 58","https://www.jp-baugeschaeft.de"
"Baugeschäft Könecke GmbH & Co. KG","Auf der Schafweide 10","Meinersen","info@baugeschaeft-koenecke.de","05372 97 86 60","http://www.baugeschaeft-koenecke.de"
"Bauhof Weferling GmbH","Hauptstr. 77","Walternienburg","bauhof-weferling@t-online.de","0170 4 43 53 65","http://www.bauunternehmen-weferling.de"
"Bauschke GmbH Bauunternehmung","Max-Planck-Str. 1d, (Sennelager)","Paderborn","info@bauschke-bau.de","05254 94 78 10","http://www.bauschke-bau.de"
"Bauservice Azimov","Agricolastr. 21a, (Empelde)","Ronnenberg","info@bauservice-azimov.de","0152 07 85 47 26","https://www.bauservice-azimov.de"
"Bauunternehmen","Perleberger Str. 17","Sükow","maurermeister-andreas-block@gmx.de","0172 4 23 81 77","http://www.bauunternehmen-perleberg.de"
"Bauunternehmen Andreas Behrens","Schleusenstr. 22","Vechelde","andreas.behrens63@googlemail.com","05302 7 01 95","http://www.behrens-bau-vechelde.de"
"Bauunternehmen Fennker GmbH & Co. KG","Hettlicher Masch 10, (Fledder)","Osnabrück","info@bauunternehmen-fennker.de","0541 57 23 63","http://www.fennker-bauunternehmen.de"
"Bauunternehmen Hans Weitner","Am Mühlenbach 60","Löningen","info@bauunternehmen-weitner.de","01512 8 23 48 10","http://www.bauunternehmen-weitner.de"
"Bauunternehmen Oelkers GmbH & Co. KG","Waller Heerstr. 92","Verden","info@oelkers-bau.de","04230 9 30 90","http://www.oelkers-bau.de"
"Bauunternehmen Thomas Huge","Feldstr. 11","Bad Essen","thomas-huge-bau@t-online.de","05472 71 68","http://www.huge-bau.de"
"Bauunternehmen Werner Zins","Heinser Str. 57","Polle","info@zins-bau.de","05535 9 10 50","http://www.zins-bau.de"
"Bauunternehmung Lindenberg GmbH & Co. KG","Bergische Landstr. 13","Rösrath","anfrage@bau-lindenberg.de","02205 9 09 00","http://www.bau-lindenberg.de"
"Bauunternehmung Oelsner GmbH","Am Handwerkerhof 5","Leverkusen","info@bau-oelsner.de","02171 36 32 00","http://www.bau-oelsner.de"
"Bauunternehmung Speis GmbH & Co. KG","Talstr. 207","Heinsberg","info@bau-speis.de","02452 56 89","http://www.bau-speis.de"
"bauwerk GmbH & Co.KG","Im Babenbecker Feld 16G, (Herringhausen)","Herford","info@bauwerk-herford.de","05221 27 53 95","http://www.bauwerk-herford.de"
"Becker Bau GmbH","Im Hamm 6","Bedburg","w-becker@unitybox.de","02272 9 37 56 90","http://www.bauunternehmung-becker.de"
"Becker GmbH & Co. KG Bauunternehmen, Bernhard","Dieselstr. 16, (Nödike)","Meppen","info@beckerbau-meppen.de","05931 97 88-0","http://www.beckerbau-meppen.de"
"BEIKE Bauunternehmen GmbH","Frank-Kirchhof-Str. 9","Giesen","info@beike-bauunternehmen.de","05066 43 41","http://www.beike-bauunternehmen.de"
"BEKA-BAU GmbH","Marienburger Str. 15","Garbsen","info@bekabau-putz.de","05131 45 14 19","http://www.bekabau-putz.de"
"Bilger Bau GmbH","Pionierweg","Gaggenau","info@bilger-bau.de","07225 22 08","http://www.bilger-bau.de"
"Blechschmidt Bau GmbH","Bahnhofstr. 16","Osterfeld","post@blechschmidt-bau.de","034422 3 02 30","http://www.blechschmidt-bau.de"
"Bode Bau GmbH","Rötzumer Str. 3, (Mehrum)","Hohenhameln","info@bode-bau.de","05128 52 72","http://www.bode-bau.de"
"Bökamp Bau GmbH","Grauthoffweg 83","Schloß Holte-Stukenbrock","info@boekamp-bau.de","05207 95 49 84","http://www.boekamp-bau.de"
"Braun Hilmar","Am Pfennigsteich 3B, (Oker)","Goslar","hilmarbraun@t-online.de","05321 6 31 15","http://www.maurermeisterbraun.de"
"BRW Baureparaturen Leipzig-West GmbH","Erich-Köhn-Str. 2, (Altlindenau)","Leipzig","info@brw-leipzig.de","0341 4 94 66 00","http://www.brw-leipzig.de"
"Bührke-Bau GmbH","Vorlingskamp 6, (Rautheim)","Braunschweig","mail@buehrke-bau-gmbh.de","0531 2 88 67 10","http://www.buehrke-bau-gmbh.de"
"Bührmann-Stückemann Baugeschäft GmbH","Zur Stiege 1, (Hesepe)","Bramsche","bestellung@burgenlandkueche.de","05461 35 31","https://www.burgenlandkueche.de/"
"cm-bauplanung","Körberberg 2, (Westerhof)","Kalefeld","info@cm-bauplanung.de","05553 99 49 30","http://www.cm-bauplanung.de"
"CMK-Bau","Meilwiesenstr. 7, (Singen)","Remchingen","cmk-bau@gmx.de","07232 37 02 49","https://www.bau-cmk.de/"
"CON Bauunternehmung GmbH & Co. KG","Schlebuscher Str. 77","Leverkusen","info@con-bau.com","02171 74 36 01","http://www.con-bau.com"
"DEUBAU Bauunternehmung GmbH & Co. KG, DEUBAU Bauunternehmung GmbH & Co. KG","Dieselstr. 21, (Heßlingen)","Wolfsburg","info@deubau-wolfsburg.de","05361 85 61 17","http://www.deubau-wolfsburg.de"
"Eisenbiegler Bauunternehmen GmbH","Industriestr. 6-8","Bühl","zentrale@eisenbiegler.de","07223 93 93-0","http://www.eisenbiegler.com"
"Eisenmenger Bauunternehmen","Windeckstr. 4, (Beiertheim-Bulach)","Karlsruhe","info@eisenmenger-bau.de","0721 86 34 41","http://www.eisenmenger-bau.de"
"Fischer GmbH Albert","Heilswannenweg 53","Elze","info@albert-fischer.de","050668 92 90-0","http://www.albert-fischer.de"
"Förster Bau","Achsenschmiede 31, (Sennelager)","Paderborn","mail@foersterbau.eu","05254 9 57 98 10","http://www.foersterbau.com"
"Friedhelm Lückemeier Baugesellschaft mbH","Alte Quernheimer Str. 56, (Quernheim)","Kirchlengern","info@lueckemeier-bau.de","05223 7 21 51","http://www.lueckemeier-bau.de"
"Friedrich Duensing GmbH Hoch-, Tief- u. Eisenbahnbau","Kleeblattstr. 2, (Eilvese)","Neustadt","info@duensing.de","05034 8 72-0","http://www.duensing.de"
"GS projekt-bau GmbH","Weserstr. 2, (Windheim)","Petershagen","mail@gs-projekt-bau.de","05705 9 58 95-0","http://www.gs-projekt-bau.de"
"Gustav Kehne GmbH","Heidenoldendorfer Str. 104, (Heidenoldendorf)","Detmold","info@kehne-bauunternehmen.de","05231 6 88 24","http://www.kehne-bauunternehmen.de"
"Haskamp u. Schmitz Bau GmbH u. Co. KG","Am Hedwigsheim 34, (Püsselbüren)","Ibbenbüren","info@haskamp-schmitz-bau.de","","http://www.haskamp-schmitz-bau.de"
"hauswert GmbH","Seckenheim 15","Mannheim","info@hauswert.de","0621 3 36 49 17","http://www.hauswert.de"
"HBS Bauunternehmung GmbH","Oldenburger Allee 4, (Lahe)","Hannover","marcus.klar@hbs-bauunternehmung.de","0511 34 05 91 10","http://www.hbs-bauunternehmung.com"
"Heinz Döring Bauunternehmung","Möwenstr. 87, (Fedderwardergroden)","Wilhelmshaven","info@doering-bauunternehmung.de","04421 5 61 61","http://www.doering-bauunternehmen.de"
"Heinzelmann Bau GmbH","Tannenweg 9","Alpirsbach","info@m-heinzelmannbau.de","07444 91 70 61","http://www.m-heinzelmannbau.de"
"HENN RUDI GmbH & Co.KG","In den Bremen 33","Simmerath","henn-bau@t-online.de","02473 70 41","http://www.henn-bau.de"
"Hess Manuel","Alte Wimsheimer Str. 4","Tiefenbronn","post@manuel-hess.de","07234 28 74 58","http://www.manuel-hess.de"
"Himmel Bau GmbH & Co. KG","Am Oberwald 9, (Ottersdorf)","Rastatt","info@himmel-bau.de","07222 9 15 60","http://www.Himmel-Bau.de"
"HMN Gewerbe- u. Industriebau GmbH & Co. KG","Rote Eiche 11A","Krebeck","info@hmn-bau.de","05507 86 73 90","http://www.hmn-bau.de"
"HOL - Bau","Lahrer Str. 62","Lahr","info@holbau.de","07821 2 42 93","http://www.holbau.de"
"Holtmeyer Bauunternehmen GmbH","Lienener Str. 11, (Ostenfelde)","Bad Iburg","info@holtmeyer-bau.de","05403 21 24","http://www.holtmeyer-bau.de"
"HWBAU GmbH Beelitz","Am Zollhaus 14","Beelitz","wittenberg@beelitzbau.de","033204 64 98 46","http://www.beelitzbau.de/"
"Iannone Bau GmbH","Renz-von-Damnitz-Ring 54","Pforzheim","info@iannone-bau.de","07231 94 90 43","http://www.iannone-bau.de/"
"Jens Becker Bau GmbH","Am Dorfteich 5, (Niederossig)","Krostitz","jens.becker.bau.gmbh@t-online.de","034295 7 27 00","http://www.jens-becker-bau.de"
"Joachim Tiesler Hoch- u. Tiefbau GmbH & Co. KG","Hafenstr. 9","Elsfleth","info@tiesler-bau.de","04404 9 21 00","http://www.tiesler-bau.de"
"Johannes Lindemann GmbH & Co. KG","Klarenstrecker Damm 16","Stade","stade@lindemann-gruppe.de","04141 52 60","http://www.lindemann-gruppe.de"
