"agency_name","address","city","email","phone_number","website"
"Suhren, Janz Bauunternehmen","Giesestr. 15, (Iserlohnerheide)","Iserlohn","","02371 64 64","http://www.zimmerei-suhren.de"
"Sutoris Bauunternehmen","Schloßallee 25, (Opherdicke)","Holzwickede","","02301 1 29 72",""
"SWB Service-, Wohnungsvermiet-ungs- und Baugesellschaft mbH","Hans-Böckler-Platz 7, (Mitte)","Mülheim an der Ruhr","","0208 3 61 02",""
"System Bau Schöneweide GbR","(Schöneweide)","Nuthe-Urstromtal","","",""
"System Bau Schöneweide GbR","Lindenstr. 4, (Schöneweide)","Nuthe-Urstromtal","","03371 40 68 35",""
"Szafranski Frank","Sandberge 4C","Liebenwalde","","0173 3 57 63 64","https://www.liebenwalde-flexibau.de/"
"T A GmbH","Eichkatzweg 5, (Sachsenhausen)","Oranienburg","","03301 53 28 67",""
"T. Fiebig Baugesellschaft mbH","Rückertstr. 27A, (Bornim)","Potsdam","","0172 9 81 18 01",""
"T. Fiebig Baugesellschaft mbH","Rückertstr. 27A, (Bornim)","Potsdam","","0172 3 12 21 40","https://www.fiebigbau-potsdam.de"
"T. Gifhorn Montage u. Bauservice","","Marl","","02365 8 03 79 24",""
"T. Gifhorn Montage u. Bauservice","","Marl","","02365 8 03 82 57",""
"T. Gifhorn Montage u. Bauservice","","Marl","","02365 8 03 86 05",""
"T. und T. Bau GmbH","Kronenstr. 8, (Mitte)","Dortmund","","0231 1 81 59 10","http://www.ttbau.de"
"T&W Bau","Auf der Reihe 92, (Katernberg)","Essen, Ruhr","","0159 06 17 05 52","https://tundw-bau.de"
"Tabbert Hartmut Holzerland GbR","Koppehof 2, (Vehlefanz)","Oberkrämer","","0171 9 77 97 70","http://www.tabbert-holzerland.de"
"Tahlo Bau UG Hochbaufacharbeiter","Wilhelmstr. 3, (Wanne-Eickel)","Herne","","02325 6 42 32 22",""
"Tahsin Civak","Lanferbruchstr. 3, (Beckhausen)","Gelsenkirchen","","0176 83 33 40 52","https://www.hundh-bauunternehmung-gmbh.de"
"Taslak Baugewerbe","Weseler Str. 141, (Marxloh)","Duisburg","","0203 5 18 64 38",""
"TB Bauausführungen - Torsten Bigalk","Kiebitzweg 5B","Nauen","","03321 74 76 40","https://www.tb-bau.info"
"TBB Technisches Büro für Bauwesen GmbH","Lehnhofstr. 11, (Beeck)","Duisburg","","0203 8 79 64 20","http://www.tbb-gmbh.de"
"Team-Bau GmbH","Bahnhofstr. 11","Luckenwalde","","03371 40 15 14","http://www.team-bau-luckenwalde.de"
"Tebarts Bauunternehmung GmbH Verklinkerung","Zu den Erlen 72, (Großenbaum)","Duisburg","","",""
"Tebbe-Bau GmbH u. Co KG","Max-Keith-Str. 66, (Bergerhausen)","Essen","","0201 26 44 44",""
"TechniLog Technik + Logistik GmbH","Gottlieb-Daimler-Str. 13","Ludwigsfelde","","03378 8 95 43-3","http://www.technilog.eu"
"TEERBAU GmbH","Rheinbabenstr. 75, (Eigen)","Bottrop","","02041 9 93-0","http://www.eurovia.de"
"TEG Tiefbau- und Erschließungs GmbH","Klaistower Str. 64/65, (Glindow)","Werder (Havel)","","03327 46 80-1 45","http://www.teg-glindow.de"
"Tekin Komplettbau GmbH","Franz-Schubert-Str. 2h, (Rheinhausen-Mitte)","Duisburg","","02065 7 09 97 40","http://www.tekinbaugmbh.de"
"Tekkie Bau","Wieselkiez 5, (Schlaatz)","Potsdam","","0331 96 59 29 66",""
"Teleport Abwicklung NPS","Ahornstr. 28, (Babelsberg Süd)","Potsdam","","0331 7 46-0",""
"Tempel-Bau Nord GmbH","Kasseler Str. 12, (Körne)","Dortmund","","0231 5 65 57 00","https://tempel-bau-nord.de"
"TENDENCE Bau GmbH Bauunternehmen für alle Bauleistungen","Berliner Str. 5","Hohen Neuendorf","","",""
"TENDENCE Bau GmbH Bauunternehmen für alle Bauleistungen","Berliner Str. 5","Hohen Neuendorf","","03303 29 75 87","http://www.weisse-wanne.de"
"terra infrastructure GmbH","Hollestr. 7a, (Stadtkern)","Essen","","0201 56 57 83 20","https://www.terra-infrastructure.com"
"TGA-Baumanagement","Haardtstr. 39, (Marten)","Dortmund","","0173 7 35 55 53","http://www.tga-bau.de"
"THB Technik- und Hausbau GmbH","Lahnbeckestr. 2, (Leithe)","Essen","","0201 43 79 39-0","http://www.thb-essen.de"
"Theo Raaf Bauunternehmung GmbH& Co. KG","Schifferstr. 5, (Kaßlerfeld)","Duisburg","","0203 9 32 89-0","http://www.theo-raaf.de"
"Thermostatik-Trockenbau Aderholz & Röllinghoff GmbH","Hülsstr. 3, (Holsterhausen)","Herne","","02325 94 46-0","http://www.thermostatik.de"
"Thiele Hausbau GmbH","Ringstr. 3, (Germendorf)","Oranienburg","","03301 57 97 03","http://www.thielehausbau.de"
"Thiesbau GmbH","Feldstr. 48","Hennigsdorf","","0171 6 42 00 04",""
"THOMAS GROSS GmbH, Bauunternehmen seit 1994","Dorfstr. 21","Sonnenberg","","03306 7 84 16 20","http://thomasgross.info"
"THT GmbH","Goldschmidtstr. 37, (Ostviertel)","Essen","","0157 88 06 89 56",""
"Tiefbau Dipl. Ing. Hoffmann GmbH Bauunternehmen","Wiesenstr. 2-4, (Rapen)","Oer-Erkenschwick","","02368 9 86 80",""
"Tiefbau Dipl. Ing. Hoffmann GmbH Hr. Ott","Wiesenstr. 2-4, (Rapen)","Oer-Erkenschwick","","0171 9 74 62 50",""
"Tiefbautec Schwerdt GmbH Co. KG","","","","02389 9 59 11 59",""
"Tiel-Bau Maurer- und Betonbaumeister","Pritzwalker Chaussee 10A","Spiegelhagen","","03876 78 70 91",""
"TIESLA Tief-, Straßen- und Landschaftsbau GmbH","Berliner Str. 17A","Velten","","03304 2 05 05 88","http://www.tiesla.de"
"Till Kurt Baubetrieb","Tulpenweg 6, (Groß Kreutz)","Groß Kreutz (Havel)","","033207 3 22 04",""
"Time Bau","Spicherner Str. 67, (Dorstfeld)","Dortmund","","0231 20 61 08 21",""
"Time Bau","Spicherner Str. 67, (Dorstfeld)","Dortmund","","0231 20 61 08 20",""
"Tischer Torsten Bauservice","Privatweg 5","Jüterbog","","03372 40 11 00",""
"TK-Bau Thomas Krause","Bollensdorf 48, (Bollensdorf)","Ihlow","","035451 94 80 60",""
"Tobolak Kamill Baurenovierungen","","Dortmund","","0176 61 17 81 81",""
"TOME Bauunternehmung GmbH","Johannisburger Str. 20, (Hamme)","Bochum","","0234 3 25 27 70",""
"Topchev Bau","Gerhard-Stötzel-Str. 14, (Südostviertel)","Essen","","0157 81 08 47 32","https://www.topchevbau.de"
"Toptas Renovierung Toptas Bülent Toptas","Gerscheder Weiden 5, (Gerschede)","Essen","","0201 8 68 18 42","http://www.toptas-renovierung.de"
"Town & Country Haus Michendorf","Langerwischer Str. 2E","Michendorf","","033205 25 22 45","http://www.musterhaus-michendorf.de"
"Town & Country Haus Musterhaus","Jenaer Str. 2","Falkensee","","03322 4 27 77 11",""
"Town & Country Massivhaus Regionalleitung Gregor Mentel Vertrieb Neubau Dortmund und Umgebung","Im Wieshof 7, (Bösperde)","Menden (Sauerland)","","0176 84 49 08 36","https://gregor-mentel.tc.de/"
"Town & Country Musterhaus Bauunternehmen","Lübnitzer Str. 28L, (Bad Belzig)","Bad Belzig","","033841 47 48 54","https://www.hauswunsch24.de"
"Toy Selman Bauservicebüro","Rheinische Str. 155, (Mitte)","Dortmund","","0231 98 68 66 40",""
"TP Ihr Baudienstleister Inh. Tino Pujaneck","Friedrich-Bückling-Str. 12","Neuruppin","","0173 9 88 97 22","https://www.tino-pujaneck.de"
"Tracz Andrzej","Wengestr. 2, (Schonnebeck)","Essen","","0178 7 69 25 52","https://www.renovierung-tracz.de/"
"Trägerverein Bauhof Herringen e.V.","Zum Torksfeld 2, (Herringen)","Hamm","","02381 46 97 35","http://www.alter-bauhof.de"
"Trend Bau GmbH","Gravelottestr. 25, (Hochfeld)","Duisburg","","0203 93 47 11 18","http://www.trendbau.eu"
"Trend Hausverwaltungsgesellschaft mbH","Kurstr. 15, (Neustadt)","Brandenburg an der Havel","","03381 52 53-0","http://www.trendhaus-brb.de"
"Trigenius Hochbau GmbH","Tannenstr. 33A, (Schwarze Heide)","Oberhausen","","0208 60 70 38-00","http://trigenius.de"
"TRP Bau GmbH","Stahnsdorfer Str. 107","Teltow","","03329 60 44-0","http://www.trp-bau.de"
"Trux Holm Bauservice","Ringstr. 16A","Linthe","","033845 3 01 02","http://www.htbauservice.de"
"TS-Bau Schwarz GmbH Bauunternehmen","Scharnhorststr. 23, (Horstmar)","Lünen","","02306 9 40 94-0",""
"TWO Bau & Sanierung Generalbauunternehmen UG","Bochumer Str. 92, (Feldmark)","Dorsten","","02362 12 62 17","http://www.two-bau.de"
"U & CO Baugesellschaft Inh. Michael Umbreit","Blittersdorfweg 8a, (Kray)","Essen","","0163 9 80 79 13","http://www.uco-bau.de"
"Uckel Roland priv.","Dorfstr. 48a, (Wall)","Wall","","033925 7 10 96","http://www.rolanduckelbau.de"
"Umicore Bausysteme GmbH","Gladbecker Str. 413, (Altenessen-Süd)","Essen","","0201 8 36 05-0","https://www.todini.com"
"UNI BAU & Beteiligungsgesellschaft mbH","Fehrbelliner Str. 132","Neuruppin","","03391 50 49 34","https://www.unibau-schiller.de/"
"UNI-Bau GmbH","Prinz-Friedrich-Str. 3, (Kupferdreh)","Essen","","0201 50 79 43 53","http://www.uni-bau.com"
"Universal-Bau GmbH Tief-, Straßen- und Brückenbau","Berliner Str. 34","Perleberg","","03876 79 16 60","http://www.unibau-perleberg.de"
"Unkel Bau, Bau- & Ausbauunternehmen","Von-Ossietzky-Ring 57, (Horst)","Essen","","0201 53 16 16","http://www.unkel-bau.de"
"Unternehmensgruppe Bogdan Tobias Bogdan","Alte Str. 37, (Körne)","Dortmund","","0231 3 30 33 39","http://www.unternehmensgruppe-bogdan.de"
"URA-Bau GmbH","Bruchstr. 24, (Stoppenberg)","Essen","","0174 8 87 72 69",""
"Utsch Martin Bauunternehmen","Fritz-Lürmann-Str. 7, (Iserlohnerheide)","Iserlohn","","02371 15 49 30","http://www.bauen-mit-utsch.de"
"Uwe Nather-Bauelemente Bauunternehmen","Am Erlengrund 13","Glienicke/Nordbahn","","033056 8 08 31",""
"Uwe-Risch-Bau-GmbH","Eisvogelweg 1, (Berghofen)","Dortmund","","0231 4 89 55","http://www.uwe-risch-bau.de"
"Valenta Daniel Holz- u. Fertigbau","Felgentreuer Str. 19","Luckenwalde","","03371 40 03 53","http://www.valavori.de"
"veneo Ausbau GmbH","Girardetstr. 72, (Rüttenscheid)","Essen","","0201 17 78 49 90","http://www.s479080136.website-start.de"
"Verfuß Georg Dipl.-Ing.","Dulohstr. 51","Hemer","","02372 92 71-32",""
"Verfuß GmbH","Mendener Str. 40","Hemer","","",""
"Vest Bau GmbH","Lange Str. 52, (Habinghorst)","Castrop-Rauxel","","0163 3 18 97 51","https://www.vestbau-gmbh.de"
"VHI Bau UG (haftungsbeschränkt)","Bayrische Str. 201, (Eving)","Dortmund","","0231 98 22 61 84","http://www.vhi-bau.de"
"Viereck Bau GmbH","Kortumstr. 25, (Innenstadt)","Bochum","","0234 29 84 72 90",""
"Vigh & Sieger Baugesellschaft mbH","Am Markt 18, (Castrop)","Castrop-Rauxel","","02305 54 25 05",""
"VIKO Bau GmbH","Kirchenstr. 16, (Mitte)","Dortmund","","0231 86 43 67 24","http://www.viko-bau.de"
"Villa Westfalica GmbH Herrn Helmut Schneider","Ziethenstr. 13, (Mitte)","Dortmund","","0171 7 10 22 33",""
"Villbusch Martin Müser Kunstbauschlosserei","Alter Uentroper Weg 9","Hamm","","02381 8 08 86","https://www.villbusch.de"
"Vilson Bau GmbH","Noellestraße 18, (Annen)","Witten","","0177 5 68 49 51","https://vilsonbau.de"
"Vivendius Haus GmbH","Ruhrallee 9+, (Mitte)","Dortmund","","0231 9 52 53 95",""
"Voigt Baugesellschaft mbH","Dümmerweg 205, (Brassert)","Marl","","02365 8 67 13",""
"Volbracht & Wortmann GmbH & Co. KG Bauunternehmung","Westpreußenstr. 1, (Vorhalle)","Hagen","","02331 30 10 22",""
"Volbracht Hans-Georg GmbH Bauunternehmung","Försterstr. 64, (Alsfeld)","Oberhausen","","0208 64 14 01","http://www.volbracht-bau.de"
"Vonnahme GmbH, H. Bauuntern.","Scherlingstr. 72, (Hennen)","Iserlohn","","02304 57 58","https://www.vonnahme-gmbh.de"
"Vorkorte S. Beton u. Tiefbau GmbH Beton- u. Tiefbau","","","","",""
"Vorkorte S. Beton u. Tiefbau GmbH Hoch- und Tiefbau","Hopfenhecke 13, (Rhynern)","Hamm","","02385 23 15",""
"Vosshaus Baugesellschaft mbH","Frenkingstr. 51, (Werne)","Bochum","","0234 28 53 38","http://www.vosshans-bochum.de/"
"VRS Bau GmbH","Erlenweg 6","Hennigsdorf","","03302 2 06 18 90","http://www.vrs-bau.de"
"Vuckovic Oliver Baugewerbe","Auf den Holln 8, (Werne)","Bochum","","0178 2 87 53 90","http://www.ov-ihrhandwerker.de"
"WALIS GmbH","Ursulastr. 24a, (Hochemmerich)","Duisburg","","0173 3 76 16 27","http://www.ewi-res.com"
"Walter Bernd Bauunternehmen","Am Küssel 3, (Grube)","Potsdam","","033202 6 13 93",""
"Walter Joachim Bauunternehmung","Hebberger Weg 27","Lüdenscheid","","02351 97 31 95","http://www.walter-bauunternehmen.de"
"Waning Bauunternehmen","Oestrichstr. 140, (Gysenberg)","Herne","","02323 6 09 71","http://www.waning.de"
"Wardyn Jens Bauausführung","Bäckerweg 19A, (Grünefeld)","Schönwalde-Glien","","033230 2 05 95","http://www.jewa-bau.de"
"Wawrzyn Jürgen Baugeschäft","Lenzener Str. 13, (Dargardt)","Karstädt","","038797 5 23 21","http://www.baugeschaeft-wawrzyn.de/"
"WB Trockenbau GmbH","Hüller Str. 87A, (Wattenscheid)","Bochum","","02327 68 08-80","http://www.wb-trockenbau.de"
"WBF Bau- und Fassadensanierungen GmbH Bauunternehmen","Hallesche Str. 5","Falkensee","","","http://www.wbf-bau.de"
"WBF Ingenieurbau GmbH","Leipziger Str. 59","Falkensee","","03322 28 96 00","http://www.wbf-bau.de"
"WBV Bau GmbH","Stockholmer Allee 35, (Schüren)","Dortmund","","0231 13 65 99","http://www.wbv-bau-gmbh.de"
"WEBA Werder Bau GmbH","Am Plessower See 113","Werder (Havel)","","03327 66 94 85","https://www.weba-werder-bau.de/"
"Weber Alois Baugeschäft","Steinbrinkstr. 14, (Eigen)","Bottrop","","02041 9 38 69",""
"Weber Uwe Baugeschäft","Kühlingstr. 10, (Letmathe)","Iserlohn","","02374 16 69 04","http://www.weber-baugeschaeft.de"
"Weber Uwe Baugeschäft","Kühlingstr. 10, (Letmathe)","Iserlohn","","","https://www.weber-baugeschaeft.de"
"Wegert Klaus-Dieter Baufirma","Willibald-Alexis-Str. 38, (Schönwalde-Siedlung)","Schönwalde-Glien","","03322 20 12 37","http://www.baufirma-wegert.de"
"Wehr & Söhne GmbH & Co. KG","Wanheimer Str. 45, (Hochfeld)","Duisburg","","0203 6 37 66","https://wehr-bauunternehmung.de"
"Weier Wilhelm Bauunternehmung GmbH & Co. KG","Sittardsberger Allee 45, (Buchholz)","Duisburg","","0203 70 17 10","http://www.bauunternehmung-weier.de"
"Weier Wilhelm Bauunternehmung GmbH & Co. KG","Sittardsberger Allee 45, (Buchholz)","Duisburg","","","http://www.bauunternehmung-weier.de"
"Weigelt Mike Bauunternehmung","Wittener Str. 95A, (Castrop)","Castrop-Rauxel","","02305 71 91 60","http://www.mwbau.info"
"Weingärtner Hochbau und Tiefbau","Feldmarkstr. 2, (Feldmark)","Dorsten","","02362 9 96 37 37","http://www.weingärtner-hoch-tiefbau.de"
"Weismantel Bau GmbH Christian Bauunternehmen","Heinrich-König-Str. 119, (Weitmar)","Bochum","","0234 94 21 60","http://www.weismantel-bau.de"
"Weiße Axel Baugeschäft","Bauernkamp 2A, (Werne)","Bochum","","0234 5 89 92 21",""
"Weiße Axel Baugeschäft","Bauernkamp 2A, (Werne)","Bochum","","0179 1 32 67 91",""
"Wendler Bau UG (haftungsbeschränkt)","Am Reitstadion 7","Jüterbog","","03372 40 16 44","http://www.wendler-bau.de"
"Werner Michael Bauunternehmen","Saturnstr. 5, (Bövinghausen)","Dortmund","","0231 2 82 35 60","https://www.michael-werner-bau.de"
"Werning Tiefbau","Kleinbeckstr. 4, (Obersprockhövel)","Sprockhövel","","02324 9 16 55 60",""
"Weser Uwe Bauunternehmen","Willy-Bartock-Str. 26, (Aldenrade)","Duisburg","","0203 9 33 08 34","http://www.weser-bauunternehmen.de"
"Wesselbaum + Tübbing GmbH & Co. Wohnungsbau KG Bauunternehmen","Im Wirrigen 42","Waltrop","","02309 30 90","http://www.wesselbaum-tuebbing.de"
"West Clean Bau GmbH","Helenenstr. 84, (Altendorf)","Essen","","0201 63 01 72 12","http://www.blueclean-gmbh.de"
"Westfälischer Bauservice GmbH","Felix-Wankel-Str. 5, (Heeren-Werve)","Kamen","","0162 1 85 86 44","http://www.wbs-kamen.de"
"WESTPHAL BAUUNTERNEHMUNG GmbH, WERNER","Sessenbergstr. 4, (Ostviertel)","Essen","","0201 22 26 02","http://www.westphal-bau.com"
"Wiebringhaus Bauträger GmbH & Co KG","Rossiniweg 52, (Feldmark)","Dorsten","","02362 2 66 26","http://www.wiebringhaus.com"
"Wiegand Michael Putz Stuck Trockenbau","Mindener Str. 11, (Wanne-Eickel)","Herne","","02325 9 68 99 46","https://www.trockenbauwiegand.de"
"Wiegers J. Dipl.-Ing., GmbH Bauunternehmung","Gasstr. 2B, (Kupferdreh)","Essen","","0171 4 75 62 55","http://www.wiegers-bau.de"
"Wieland Cornelia, Bernd Bauservice","Lindenstr. 14","Brück","","033844 5 05 66",""
"Wiemann Walter Bauuntern.","Heinrich-Heine-Str. 24, (Massen)","Unna","","02303 5 00 48",""
"Wiesemann Uwe Baugeschäft","Friedensstr. 5","Herzberg (Mark)","","033926 7 03 18",""
"Wilfried Maczutajtis Bautechnik GmbH","Am Hundeplatz 10","Rathenow","","03385 51 57 20","http://www.bautechnik-rathenow.de"
"Wilhelm Hamann GmbH & Co. KG","Eppenhauser Str. 126, (Hochschulviertel)","Hagen","","0151 44 80 96 84","http://www.hamann-tiefbau.de/"
"Wilhelm Kremer KG","Sandstr. 181, (Alt-Rentfort)","Gladbeck","","02043 97 25-0","http://www.kremerbau.de"
"Willich Bau GmbH & Co. KG","Am Kühlturm 9, (Brambauer)","Lünen","","0231 97 51 30-0","https://www.willichbau.com"
"Winkelmann Dirk Bauingenieur Bauhandwerk","Patendamm 7, (Plaue)","Brandenburg an der Havel","","03381 40 22 54",""
"Winkelmann Ronald Baugeschäft","Uenzer Dorfstr. 2, (Uenze)","Plattenburg","","038784 9 04 84",""
"Winterberg Franz Maurermeister","Heitkamp 10A, (Holtwick)","Haltern am See","","02364 59 39",""
"Witthuhn Lars Fliesenlegerei und Holz- und Bautenschutz","Untere Braminseestr. 7, (Dorf Zechlin)","Dorf Zechlin","","0172 3 17 97 65",""
"WJB Baumanagement GmbH und Co. KG Baugewerbedienstleistungen","Wintgensstr. 85, (Duissern)","Duisburg","","0203 93 55 49-0","http://www.wjb-baumanagement.de"
"Wlosnewski Günter ökologische Werkstätten Lehmbauer/Maler","Geranienweg 26B, (Görden)","Brandenburg an der Havel","","0171 1 86 31 86","http://www.Naturbau-Brandenburg.de"
"Wobau Bauunternehmung Ltd","Raiffeisenstr. 59, (Huckingen)","Duisburg","","0203 9 35 77 65","http://www.wobau-duisburg.de"
"Wohnsiedlung Sperlingshof GmbH","","Dallgow-Döberitz","","03322 2 26 36",""
"Wohnsiedlung Sperlingshof GmbH","Sperlingshof 28, (Dallgow)","Dallgow-Döberitz","","03322 23 76 02",""
"Wohnungsbaugesellschaft m.b.H Th. Semmelhaack","Geiselbergstr. 3A, (Golm)","Potsdam","","0331 50 05 43",""
"Wohnungsverwaltungs- und Baugesellschaft Blankenfelde mbH","Käthe-Kollwitz-Str. 16, (Blankenfelde)","Blankenfelde-Mahlow","","03379 20 88-0","http://www.wobab.de"
"Wojkos Bau Inh. Kosiorek Wojciech","Moerser Str. 97, (Alt-Homberg)","Duisburg","","0176 48 15 40 82","http://www.wojkos-bau.de"
"Wolf GmbH & Co. Bauunternehmung","Kleistr. 17, (Massen)","Unna","","02303 9 51 20-0","http://www.wolfbauunternehmung.de"
"Wolf Josef","Bandelstr. 20, (Huttrop)","Essen","","0201 25 25 10",""
"Wollny Peter Bauunternehmen","Frenkingstr. 43, (Werne)","Bochum","","0234 29 53 24",""
"Wollny Peter Bauunternehmen","Frenkingstr. 43, (Werne)","Bochum","","",""
"Wrobbel Dirk Bauunternehmung","Druckerstr. 23, (Styrum)","Oberhausen","","0208 8 28 78 46","http://www.bauunternehmung-wrobbel.de"
"Wulff Bau GmbH & Co. KG","Voltaweg 3, (Schüren)","Dortmund","","0173 3 88 94 53","https://www.wulff-bau.de"
"Wuster Service Michael Raddatz","Schloßallee 96","Brandenburg an der Havel","","03381 22 55 85",""
"Yalcin Tiefbau GmbH","Parkallee 1, (Günnigfeld)","Bochum","","02327 20 06 90","http://www.yalcin-tiefbau.de"
"Yeginer GmbH","Stollenstr. 27, (Alt-Rentfort)","Gladbeck","","02043 7 49 50 10","http://www.yeginer.com"
"Yonca Zengin Verfugungen","Alter Sportplatz 29, (Rosenhügel)","Gladbeck","","0208 38 54 40 24","https://zengin-bautechnik.de/"
"Z&A Sicher Bauen GmbH","Am Bahnhof 1, (Bergholz-Rehbrücke)","Nuthetal","","0176 20 07 26 66",""
"Zahn Roy Baugesellschaft","Großenhofer Weg 23a","Zehdenick","","0174 8 08 28 89",""
"Zarzycki Cezary","Am Schloßpark 37, (Bodelschwingh)","Dortmund","","0231 3 35 85 87","http://www.docz-bau"
"Zellmer Christian","Karl-Liebknecht-Str. 6","Neuruppin","","0172 9 18 34 12",""
"Zeneli Bekim BZ-Bau","Bachstr. 3, (Mitte)","Dortmund","","0175 5 67 36 10",""
"Zerr Heinz Peter Baugeschäft","Wittener Str. 176, (Berge)","Gevelsberg","","02332 1 06 63",""
"Ziemer Jürgen Maurermeister","An der Wassermühle 2","Bad Wilsnack","","038791 60 49",""
"Zilkowski Martin Baurenovierungen","Vor den Eicken 4, (Kierspe Dorf)","Kierspe","","0151 67 21 79 00",""
"Zimmerei Tietze GmbH","Friedrich-Engels-Str. 15","Bad Belzig","","033841 3 10 75","http://www.tietze.gmbh/"
"Zogaj Nexhmedin Maurer- u. Betonbauer","Bülser Str. 114, (Mitte)","Gladbeck","","02043 5 84 14 58","http://www.zogaj-bau.de"
"Zwengel Kai Baugeschäft","Gutenbergstr. 105, (Nördliche Innenstadt)","Potsdam","","0331 5 05 80 96",""
"Bärenhaus GmbH - das fertige Haus","Friedländer Weg 5, (Monckeshof)","Neubrandenburg","","0395 7 77 53 60",""
"H u. B Bauservice Inhaber D. Hubert und E. Benna","Dorfstr. 28, (Stadtrandsiedlung Malchow)","Berlin","","","https://www.royal-china.de"
"H u. B Bauservice, Inh. D. Hubert und E. Benna Bauservice","Dorfstr. 28, (Stadtrandsiedlung Malchow)","Berlin","","030 99 27 00 90","https://www.royal-china.de"
"Abazi-Bau","Kronprinzenstr. 46a","Hennef","","02242 9 04 92 55","http://www.abazi-bau.de"
"Bau- und Putzgesellschaft Max Schraml GmbH","Grenzbachstr. 38","Friedenfels","info@schraml-putz.de","09683 2 79","https://www.schraml-putz.de"
"DIGEL HEAT Infrarotheizungen - Digel Sticktech GmbH & Co. KG","Hermann-Burkhardt-Straße 7","Pfullingen","","07121 9 76 76 80","https://www.digel-heat.de"
"Eichmann Robert","Fürstenkamp 9","Gescher","","02542 95 32 94","https://eichmann-bau.de/"
"Heilmann Fensterbau GmbH","Werkstraße 13","Mücheln (Geiseltal)","","034632 30 90","https://www.heilmann-fensterbau.de/"
"Karlsruher Sanierungsteam","Maxauer Str. 19, (Knielingen)","Karlsruhe","","0721 66 99 90 17","http://www.ka-san.de"
"Koch Sebastian Bauunternehmung GmbH","Plötzinger Höhenweg 2","Breitbrunn a.Chiemsee","","","http://www.koch-bauunternehmung.de"
"Thermo Rhein West GmbH","Emmericher Str. 102, (Obermeiderich)","Duisburg","","0203 29 86 08 08","http://thermo-rheinwest.de"
"A. Krüger Eigenheim-Wohnungsbau GmbH Stralsund","Robert-Koch-Str. 9, (Groß Lüdershagen)","Wendorf","","03831 49 81 30",""
"Bauhandwerksbetrieb Andreas Krüger","Robert-Koch-Str. 9, (Groß Lüdershagen)","Wendorf","","03831 49 80 08",""
"mgc-Bauausführungen GmbH Bauunternehmen","Pillauer Str. 6","Bad Oldesloe","","04531 8 97 22 52",""
"Solution Bau GmbH","Am Gutshof 1, (Jahnsfelde)","Müncheberg","","0174 9 84 46 96","http://www.solution-bau.de"
"Annotec Systems","Heinsberger Str. 67","Geilenkirchen","","02451 4 90 87 64","https://www.annotec-systems.de"
"Bauservice-KS","Klusweg 3, (Alt Olvenstedt)","Magdeburg","","0174 1 64 27 71",""
"Bauservice-KS GmbH","Klusweg 3","Magdeburg","","0174 1 64 27 71","https://www.bauservice-ks-gmbh.de"
"BHS Bauunternehmen","Poststr. 1","Bad Bergzabern","","06343 93 13 11","http://www.bhs-bau-service.de"
"Gebrüder Seker Bau GmbH","Gastellstr. 3, (Mombach)","Mainz","","06131 97 08 69","http://www.seker-bau-mainz.de"
"Geers Bau GmbH","Mühlenweg 8","Merzen","","05466 93 62 90","http://www.geers-bau.de"
"GOLDAMMER Bauunternehmen","Nohraer Weg 3, (Isseroda)","Grammetal","","01522 6 04 80 00","http://www.goldammer-bauunternehmen.de"
"IM-Bau Meinrad Ismaier GmbH & Co. KG Bauunternehmen","Friedhofstr. 22","Hausen","info@ismaier-bau.de","09191 73 57 50","https://www.ismaier-bau.de/"
"Leinz GmbH Bedachungen","Dimbacher Str. 22, (Willsbach)","Obersulm","","07134 98 40-0",""
"MBS GmbH","Brühler Str. 60, (Brühlervorstadt)","Erfurt","","0361 2 22 77 20","http://www.ytong-bausatzhaus.de/mbs"
"Müller Ausbau","Zeißstr. 8, (Döhren)","Hannover","","05132 59 94 86","https://mueller-ausbau.de"
"Münzer Dietmar","Flinzstr. 22 A","Bautzen","bautznerputzmeister@aol.de","03591 48 09 69",""
"Raum Bauunternehmung GmbH","Alfelder Str. 27, (Thalheim)","Happurg","","09157 8 72","https://www.raum-bau-gmbh.de"
"Tischlerei Klaus Krey GmbH","Niederrheinstr. 172, (Lohausen)","Düsseldorf","","0211 43 17 63","https://www.kkrey.de/de/"
"Albiez Creativ & Designbau GmbH & Co. KG","Waldtorstr. 1, (Waldshut)","Waldshut-Tiengen","","07751 10 01","http://www.acd-bau.de/"
"allkauf haus - Musterhaus Günzburg","Kimmerle-Ring 2","Günzburg","","08221 9 30 62 41","http://www.allkauf-ausbauhaus.de/musterhaeuser/musterhaus-guenzburg/"
"Bauunternehmen Asim","Zeheterstr. 1A","Holzkirchen","","08024 47 87 66","http://www.asim-bau.de"
"Di Monte GmbH","Moltkestraße 28","Düsseldorf","","0211 73 06 19 60","https://www.dimonte-bauen.de/"
"GoldWertBau","Zeisigstr. 3, (Rheda)","Rheda-Wiedenbrück","","05222 8 07 48 38","http://www.bauunternehmen-goldwert.de"
"Hericks Peter Trockenbau","Marie-Curie-Str. 2","Nordhorn","","05921 7 88 97 24","https://www.peterhericks-trockenbau.de/"
"KIRCHHOFF GmbH","Grenzstr. 4","Leer (Ostfriesland)","","0491 97 96 99 49","http://www.kirchhoff-gmbh.com"
"Lambertus GmbH Bauunternehmen","Schmiedestr. 36","Großefehn","","04943 42 17","http://www.lambertus-gmbh.de"
