"email","company","city","title","category","published_at","detail_url","employer_website","refnr","source"
"nadine.boehmer@akzent-personal.de","Akzent Personaldienstleistungen GmbH","Dresden","Dachdecker (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-14","https://www.arbeitsagentur.de/jobsuche/jobdetail/14599-OLSLAKHGRKSCSVJI-S","","14599-OLSLAKHGRKSCSVJI-S","arbeitsagentur"
"gotha@office-people.de","Office People GmbH Niederlassung Gotha Personaldienstleistungen","Gotha, Thüringen","Betonbauer (m/w/d) Industrie","Bau, Ausbau & Gebäudetechnik","2026-06-14","https://www.arbeitsagentur.de/jobsuche/jobdetail/12203-1af7980f54754ec-S","","12203-1af7980f54754ec-S","arbeitsagentur"
"jobs-km@iperdi.de","iperdi GmbH","Kamenz","Betonbauer (m/w/d/x)","Bau, Ausbau & Gebäudetechnik","2026-06-14","https://www.arbeitsagentur.de/jobsuche/jobdetail/15518-JWI8PZN0OSTDLW8S-S","","15518-JWI8PZN0OSTDLW8S-S","arbeitsagentur"
"jwittenberg@beelitzbau.de","HWBAU GmbH Beelitz","Beelitz, Mark","Maurer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-14","https://www.arbeitsagentur.de/jobsuche/jobdetail/14928-19621-S","https://www.hwk-potsdam.de/9,0,jobboardofferdetail.html?id=19621","14928-19621-S","arbeitsagentur"
"personal@mb-keller.de","MB Effizienzkeller GmbH","Waldmohr","Beton- und Stahlbetonbauer / Maurer (m/w/d) – Montage Keller (Fertighausbau)","Bau, Ausbau & Gebäudetechnik","2026-06-14","https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4849730265-S","https://www.persy.jobs/persy/l/job-j1t1s-b","12288-4849730265-S","arbeitsagentur"
"niklas.eikmeier@strassen.nrw.de","Landesbetrieb Straßenbau NRW Betriebssitz Gelsenkirchen","Bielefeld","Bauingenieur*in im Brückenbau (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-13","https://www.arbeitsagentur.de/jobsuche/jobdetail/15798-44238894-612-S","","15798-44238894-612-S","arbeitsagentur"
"bewerbung@uhrig-bau.de","Helmut Uhrig Straßen- und Tiefbau GmbH","Geisingen, Baden","Ausbildung zum/-r Beton- und Stahlbetonbauer/-in (m/w/d) 2027","Bau, Ausbau & Gebäudetechnik","2026-06-13","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206512091-S","","10000-1206512091-S","arbeitsagentur"
"info@dimaxbau.de","DIMAXBAU GmbH","Altena, Westfalen","Polier (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206823624-S","","10000-1206823624-S","arbeitsagentur"
"bewerbung@neospar.de","NSD Bau UG (haftungsbeschränkt)","Dresden","Bauhelfer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003219067-S","","10001-1003219067-S","arbeitsagentur"
"office@mdfacility.at","MD Floor Facility GmbH","Böheimkirchen","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253705-S","https://jobs.ams.at/public/emps/jobs/95a7102d-c9d8-315a-bf35-1f48a9f26162","11949-17253705-S","arbeitsagentur"
"office@krutzlerbau.at","KRUTZLER Bau GmbH & CO KG.","Oberloisdorf","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253686-S","https://jobs.ams.at/public/emps/jobs/05ce5668-4240-3713-a2c3-db47c24a8bba","11949-17253686-S","arbeitsagentur"
"info@pichler-pool.at","S.P.-Poolprofi e.U.","Groß-Enzersdorf","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17235052-S","https://jobs.ams.at/public/emps/jobs/d3504993-41b1-3bae-b7ca-171d8a1f6597","11949-17235052-S","arbeitsagentur"
"office@gas-wasser.at","Prokesch GmbH","Wien,Liesing","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17254042-S","https://jobs.ams.at/public/emps/jobs/a782fa5e-6afb-32e0-8aff-8e153154ab62","11949-17254042-S","arbeitsagentur"
"bewerbung@bestpeople.at","bp4b personaldienstleistung gmbh","Wien,Landstraße","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253659-S","https://jobs.ams.at/public/emps/jobs/b5645cf6-b4e4-3204-8d3a-4282d8041c3d","11949-17253659-S","arbeitsagentur"
"t.riedl@pecan.at","Pecan GmbH","Unterhaid","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253668-S","https://jobs.ams.at/public/emps/jobs/a3d964df-aa11-3f38-8443-ba42a62ea6c6","11949-17253668-S","arbeitsagentur"
"zeliha-erdem@gmx.de","Zeliha Erdem B & B Bau","Bremerhaven","Eisenflechter, Schalungsarbeiter und Hilfsarbeiter (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206823684-S","","10000-1206823684-S","arbeitsagentur"
"bewerbung@stw-winsen.de","WinBux Energiedienstleistungen GmbH","Buxtehude","Dachdecker/Zimmerer(m/w/d) oder Mitarbeiter der Baubranche","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003215532-S","","10001-1003215532-S","arbeitsagentur"
"office@amdbau.at","AMD Bau- und Sanierung e.U.","Reding","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253984-S","https://jobs.ams.at/public/emps/jobs/a67d146f-8520-3872-b1f6-fbeabc80ca5c","11949-17253984-S","arbeitsagentur"
"info@felixgmbh.at","Felix Hoch-Tiefbau GmbH","Wien,Favoriten","Fassadenmonteur/in","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253711-S","https://jobs.ams.at/public/emps/jobs/dd4cd7fb-4524-3dbc-a8a3-94e5dcc08c4e","11949-17253711-S","arbeitsagentur"
"info@staltmayr-bau.de","Staltmayr Bau GmbH","Peißenberg","Maurer/in (m/w/d) in Traditionsunternehmen gesucht","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206819998-S","","10000-1206819998-S","arbeitsagentur"
"bauaufsicht@offenbach.de","Magistrat der Stadt Offenbach am Main","Offenbach am Main","Handwerksmeister*in / Bachelor Bauhauptgewerbe Hochbau (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003220442-S","","10001-1003220442-S","arbeitsagentur"
"bewerbung.aib@sachsen-anhalt.de","Amt für Immobilien- und Baumanagement Magdeburg","Dessau-Roßlau","Bauleitungsassistenten (m/w/d) für den Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003217363-S","","10001-1003217363-S","arbeitsagentur"
"bewerbung@dplp.de","DPL Professionals GmbH","Heiden, Kreis Borken, Westfalen","Monteur (m/w/d) zur Montage von Photovoltaikanlagen gesucht!","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/13921-PAKBVDEW1L75NNWZ-S","","13921-PAKBVDEW1L75NNWZ-S","arbeitsagentur"
"bewerbung@mms-consult.de","MMS-Consult-Internationale Personalberatung Martina Martens","Bremen","Bauleiter / Polier / Vorarbeiter (m/w/d) im Bereich Brückenbau (12.06.2026)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1182272729-S","","10000-1182272729-S","arbeitsagentur"
"neuss@tero-personal.de","TERO GmbH","Düsseldorf","Stahlbauschlosser (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/13280-P855L697J2G8MBGC-S","","13280-P855L697J2G8MBGC-S","arbeitsagentur"
"klagenfurt@jobteam.at","Job Team Personal Service GmbH","Klagenfurt,01.Bez.:Innere Stadt","Gerüstbauer/in","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17254016-S","https://jobs.ams.at/public/emps/jobs/b3b20a2e-4cfb-37df-9d0b-e09d73ac32a2","11949-17254016-S","arbeitsagentur"
"h.gaster@obereder.biz","Wallersee Bedachung GmbH","Henndorf am Wallersee","Dachdecker/in","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253791-S","https://jobs.ams.at/public/emps/jobs/caa215e3-a669-3cf0-b64e-36fde952572d","11949-17253791-S","arbeitsagentur"
"wels@jobfactory.at","JOBFACTORY Personalservice GmbH","Roitham am Traunfall","Einschaler/in","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17253205-S","https://jobs.ams.at/public/emps/jobs/755155da-1b80-3686-8a61-ba31dbfb078b","11949-17253205-S","arbeitsagentur"
"office@poolbauprofi.at","Ladinig Patrick","Tramoitschig","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17165287-S","https://jobs.ams.at/public/emps/jobs/ac7fe39f-44f2-3451-816b-256af028dc7b","11949-17165287-S","arbeitsagentur"
"bewerbung.crailsheim@temperso.de","temPERSO Rummel & Glass GmbH","Crailsheim","Betonbauer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/12054-7IXDU224EH40B2UL-S","","12054-7IXDU224EH40B2UL-S","arbeitsagentur"
"bewerbung@thlg.de","Thüringer Landgesellschaft mbH","Erfurt","Leiter Geschäftsbereich Ländliche Entwicklung / Bau (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/16481-1884679-S","https://thaff-thueringen.de/Stellenangebote/leiter-geschaeftsbereich-laendliche-entwicklung-bau-m-w-d-2","16481-1884679-S","arbeitsagentur"
"info@firma-reich.de","Gebrüder Reich GmbH","Duisburg","Maurer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003217320-S","","10001-1003217320-S","arbeitsagentur"
"info@ma-dachtechnik.de","MA-Dachtechnik Michael Alber","Leinfelden-Echterdingen","Dachdecker (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206821340-S","","10000-1206821340-S","arbeitsagentur"
"zukunft@braun-steine.de","Aicheler & Braun GmbH","Tübingen","Teamleiter in der Produktion - Betonelementfertigung (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206821032-S","","10000-1206821032-S","arbeitsagentur"
"b.rosskopf@unger.group","Unger Raumgestaltungs GmbH","Unterschleißheim","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206817254-S","","10000-1206817254-S","arbeitsagentur"
"info@leimbrock-bau.de","Leimbrock GmbH & Co.KG","Rödinghausen, Westfalen","Facharbeiter im Hoch- und Tiefbau (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206818574-S","","10000-1206818574-S","arbeitsagentur"
"hagen@smc-jobs.de","SMC SteinMart GmbH","München","Bauleiter (m/w/d) Brandschutz","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003215789-S","","10001-1003215789-S","arbeitsagentur"
"oliver.tschamler@stuttgart.de","Landeshauptstadt Stuttgart Haupt- und Personalamt","Stuttgart","Techniker/-in / Meister/-in Baugewerbe (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206816474-S","","10000-1206816474-S","arbeitsagentur"
"michael.riedel@autobahn.de","Die Autobahn GmbH des Bundes","Hamburg","Bauwerksprüftechnikerin (w/m/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/17751-44239042-611-S","","17751-44239042-611-S","arbeitsagentur"
"info@iela-personal.de","IELA Personal GmbH","Magdeburg","PV-Monteur/Dachdecker (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-12","https://www.arbeitsagentur.de/jobsuche/jobdetail/16791-D04BVX7OPCTYN8F9-S","","16791-D04BVX7OPCTYN8F9-S","arbeitsagentur"
"mayrhofer@mbb.co.at","MBB Mayrhofer Big Bag GmbH","Österreich","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17251930-S","https://jobs.ams.at/public/emps/jobs/093384a5-2849-31f2-9c7c-c1639779468a","11949-17251930-S","arbeitsagentur"
"office@aem-bau.at","AEM Bau GmbH","Wien,Liesing","Betonstahlbieger/in und -flechter/in","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17252040-S","https://jobs.ams.at/public/emps/jobs/a219f17a-a272-3281-83df-6d1d126b53d8","11949-17252040-S","arbeitsagentur"
"office@aktiv-kaminsanierung.at","Aktiv Kaminsanierung KG","Wien,Rudolfsheim-Fünfhaus","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17252048-S","https://jobs.ams.at/public/emps/jobs/4c31c27f-b533-393f-ac16-19ca353dc2b2","11949-17252048-S","arbeitsagentur"
"office@riko-personal.at","RIKO Personal OG","Weng","Helfer/in - Hochbau","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17252710-S","https://jobs.ams.at/public/emps/jobs/56ad0726-8688-3ad0-939f-042d0a036091","11949-17252710-S","arbeitsagentur"
"g.kohout@lis-linz.at","LIS Industrie Service GmbH","Linz","Gerüstbauer/in","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17252698-S","https://jobs.ams.at/public/emps/jobs/e202f9ef-7034-3beb-a8b8-7f9a341e50ba","11949-17252698-S","arbeitsagentur"
"info@dkschreinerei.de","Holz & Glas (Inh. Dominik Kochendörfer)","Ladenburg","🔨Allrounder/Alleskönner/ Helfer (m/w/d) 🔨","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003210907-S","","10001-1003210907-S","arbeitsagentur"
"info@wiko-dach.de","Wiko Dach GmbH","Filderstadt","Dachdeckerhelfer (m/w/d)","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206799208-S","","10000-1206799208-S","arbeitsagentur"
"bau-weder@t-online.de","Baufirma Heiko Weder","Meißen, Sachsen","Maurer/in","Bau, Ausbau & Gebäudetechnik","2026-06-11","https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206800514-S","","10000-1206800514-S","arbeitsagentur"
